station,country,HDI,elev,TPI,access_log10,Hansen_recentloss,bio01,PA,PA_size_km2,dist_to_PA,utm_east,utm_north,asymptPD,SR.mean,maxFRic,rh_95_a0.pred,pai_a0.pred,fhd_pai_1m_a0.pred,cover_a0.pred,agbd_a0.pred
L3220747,Malaysia,0.81,0,0.1171875,4.255310014,0,27.47807693,0,2.481081468,18.06978246,1319442.589,612654.1766,3.52096368,105.9585799,261.5099963,7.980447319,1.429244733,2.140238883,0.358537383,3.475287354
L4103041,Malaysia,0.81,52,-1.1953125,4.462675661,0,27.06264305,0,11.76902665,4.954003743,1459715.776,343336.2588,1.889524838,29.57894737,108.2499586,5.724114254,0.70598832,1.961223892,0.243537304,3.235736691
L924269,Malaysia,0.81,76,-2.265625,4.385749402,0,26.84200859,0,0.104546749,2.138419164,1468375.31,351877.1769,3.388375503,215.9023438,131.9774447,10.77360972,1.616340115,2.394231447,0.46919867,3.872049418
L2822704,Malaysia,0.81,1352,-10.6796875,3.669297082,0,21.60838699,1,5.696780931,NA,3157925.247,695524.1611,3.422980037,222.5501931,338.0222416,32.04291026,4.557188636,3.134654192,0.840506645,5.34750577
L3960724,Malaysia,0.81,1106,10.1953125,2.508777994,0,25.35223579,0,65.84494106,13.31765395,2445067.713,129666.2,3.261801218,168.9798137,392.8046305,28.1649108,4.269870652,2.937515725,0.795060504,5.065181591
L2947261,Malaysia,0.81,6,0.0390625,4.067760414,0,27.21494484,0,9.428878898,26.78613777,1525267.965,250867.9565,4.105819358,156.5429894,196.7442307,3.484196846,0.325302077,1.569128877,0.106597484,2.647503016
L3355202,Malaysia,0.81,62,0.6171875,NA,0,26.58137512,0,2.481081468,28.84577828,1304137.442,608807.9987,2.524205045,59.15,144.9194446,18.09099476,3.317966115,2.785990016,0.638508234,4.714578609
L3354992,Malaysia,0.81,77,-4.28125,NA,0,26.58137512,0,2.481081468,21.64034023,1310533.565,605081.4323,2.706779183,89.51724138,161.426524,14.86148443,2.029355511,2.691658769,0.553609929,4.385406364
L3542477,Malaysia,0.81,29,-0.2890625,4.693445465,0,26.46264458,0,40.92922172,1.471029989,1361913.569,541824.9346,3.674825948,172.8871795,211.876087,16.72412543,2.230901485,2.762507875,0.557972172,4.517175131
L2688240,Malaysia,0.81,61,0.5,4.304565751,0,26.84200859,0,1.323052081,1.046366255,1471992.263,352870.218,2.245886454,107.8826923,111.1806503,7.613446792,1.030131758,2.017675177,0.292453924,3.439536132
L4166245,Malaysia,0.81,44,-0.3828125,NA,0,NA,0,86.5048607,24.28357846,3021485.233,636158.9462,2.51905547,123,126.4807611,NA,NA,NA,NA,NA
L4112286,Malaysia,0.81,53,5.0546875,3.20030676,0,25.87257195,0,19.66914927,22.76709628,2763198.997,236365.982,1.773585314,31.73333333,99.81370874,22.02189596,3.295968244,2.729979199,0.643929461,4.40553547
L3896798,Malaysia,0.81,15,0.0234375,4.166130499,0,26.63084412,0,41.15764605,8.455097804,1712555.168,274067.2394,2.609085163,98.5923913,206.4230261,7.163521242,0.934450316,2.172885172,0.314343184,3.490273724
L3395337,Malaysia,0.81,2,1.140625,3.900834978,0,NA,0,9.428878898,28.9237073,1521997.73,249306.9856,4.786380922,130.3169643,170.2174142,5.425603879,0.94778556,1.813809021,0.252571387,2.994159795
L2715128,Malaysia,0.81,30,-1.265625,4.280346912,0,27.08738327,0,11.76902665,6.131684305,1469974.677,331437.1427,4.227237319,180.7740741,183.6830674,6.37994189,0.786488011,2.031065089,0.249505977,3.149408808
L13312987,Malaysia,0.81,127,-1.9921875,3.96721125,0,25.05096054,0,935.5445502,5.50032777,1487322.608,335902.0991,NA,NA,NA,15.86576661,2.790490073,2.725050326,0.637339054,4.34547411
L1119747,Malaysia,0.81,9,-1.5234375,3.252359212,0,26.69443703,1,0.239488045,NA,3126252.229,719413.5803,2.801437369,146.558299,159.3559104,15.15907744,1.462305532,2.41575451,0.381208469,3.738726673
L1838144,Malaysia,0.81,505,-6.34375,2.100561077,0,24.05139923,1,1405.890512,NA,3154317.954,702163.1006,4.329928476,191.4705882,429.7063384,31.66452582,4.702134003,3.141745418,0.850470286,5.319982214
L4177978,Malaysia,0.81,0,-0.828125,NA,0,26.73089218,0,36.75617409,14.00142993,1747475.533,207695.6959,3.38966552,57.03896104,160.7474235,9.225842417,1.599748151,2.315080785,0.417825962,3.654255491
L1093111,Malaysia,0.81,1943,-8.8515625,1.813542804,0,17.34393311,1,841.9909418,NA,3195157.785,732460.1846,4.054088194,218.5880102,370.3033153,24.87746658,3.260224108,2.847137663,0.681304024,4.761008154
L2024310,Malaysia,0.81,92,1.6328125,NA,0,26.96944809,0,0.237853399,7.702109705,3118154.722,722885.2284,3.359027043,94.875,160.1277326,18.8386638,1.605050944,2.588424347,0.417180197,4.275622188
L4353562,Malaysia,0.81,1,0.8125,3.188202935,0,26.98695374,0,43.05091317,0.186468204,3352277.283,715083.3186,3.334585541,183.803125,168.0465372,28.65673701,3.311659584,2.800728282,0.661707486,4.716742318
L923940,Malaysia,0.81,1,0.8984375,3.343339826,0,26.98695374,1,43.05091317,NA,3351875.159,714736.1009,4.690461025,185.0345395,209.8198595,37.12669737,3.694998254,2.903981701,0.701600468,5.150158582
L2711079,Malaysia,0.81,72,-0.609375,3.506711888,0,26.79524994,0,6.237731807,1.018688284,2457659.544,162198.745,2.425098942,183.471875,290.1749691,17.72206186,2.706806866,2.618007655,0.568428791,4.06964096
L6370874,Malaysia,0.81,1,0.0390625,NA,0,27.47807693,0,2.481081468,16.3216155,1315851.58,604149.6555,2.451721362,124.9441696,123.6653961,6.126690897,0.630026046,1.901072266,0.232290353,3.138204436
L4543883,Malaysia,0.81,29,-6.4296875,NA,0,26.58137512,0,2.481081468,32.26060975,1300353.079,608319.9612,2.907996587,83.09230769,182.1703805,14.20514886,1.917252752,2.627333642,0.468702897,4.154017862
L4527087,Malaysia,0.81,0,0,NA,0,27.47807693,0,2.481081468,12.62195963,1318597.457,596389.0559,NA,NA,NA,8.662412079,1.455417031,2.152673313,0.347769976,3.591700862
L3044620,Malaysia,0.81,0,0.1171875,1.336387329,0,26.81186104,0,25.81887173,6.595448539,2462920.788,197244.3712,2.929699303,150.5079365,244.0963597,9.020391888,1.065204003,2.146930338,0.27176296,2.840925531
L3110381,Malaysia,0.81,126,-7.390625,3.224654502,0,25.35223579,0,65.84494106,14.20751292,2449416.063,134339.2617,3.571914482,132.25,381.7175093,31.1111235,5.404621671,3.133725582,0.875372402,5.417820538
L7901178,Malaysia,0.81,2,0.515625,NA,0,26.93063164,0,1.311654551,3.301177219,1696026.758,164096.1882,3.484589847,117.9215686,250.538238,10.21687935,1.372555812,2.438538018,0.391704352,3.70543042
L4635419,Malaysia,0.81,81,8.3046875,3.990055368,0,27.07838821,0,9.428878898,3.448991964,1533322.893,277475.1823,2.996893442,164.3940367,182.9480394,6.242948254,1.472664529,2.034449513,0.364933372,3.379780899
L4515867,Malaysia,0.81,61,-2.9765625,4.072108634,0,26.34372139,0,607.4238003,5.306949539,1521164.893,396135.5447,3.305436531,157.5580357,216.5435438,12.66726069,2.668184848,2.529981183,0.582644531,4.072602765
L3552649,Malaysia,0.81,127,-15.84375,NA,0,26.58137512,0,2.481081468,22.51481522,1309856.369,605864.3923,2.722420923,79.47619048,167.4044459,20.42685347,2.316567886,2.922423618,0.516694248,4.515187392
L4673201,Malaysia,0.81,55,-1.4296875,4.311698205,0,27.06264305,0,3.23521973,6.850845919,1461410.266,347127.4074,2.401781612,57.95726496,130.9447155,9.721703969,1.12653241,2.358634158,0.372026375,3.702391164
L2521761,Malaysia,0.81,79,-2.4375,4.282483728,0,25.15809631,0,2646.036331,0.03245718,1547710.742,491300.8992,5.86553507,298.0106832,283.6767099,26.43459083,4.12250459,3.01805225,0.84128796,5.151941639
L4796841,Malaysia,0.81,1,-3.53125,NA,0,26.58137512,0,2.481081468,21.95026768,1311713.94,608868.3875,2.667110749,119.5789474,152.3952239,9.806261463,0.783853345,2.331531467,0.276604075,3.542923104
L923942,Malaysia,0.81,211,-1.140625,2.615023332,0,26.94114494,1,18.23632374,NA,3369277.291,674916.5617,4.254674548,245.0613027,265.6867534,29.50594734,4.425220121,3.137603457,0.786952291,5.287076792
L3233220,Malaysia,0.81,1,0.046875,2.738873711,0,27.2566433,0,14.92831119,29.63217584,2886434.503,543139.9708,4.086078347,198.6944444,225.8460418,4.626094899,0.58878026,1.710778027,0.161476684,2.777420071
L2797520,Malaysia,0.81,75,5.4375,NA,0,26.58503151,0,0.603032237,22.90511062,1239783.269,715546.4041,3.441282172,154.9032258,226.7540441,34.51815907,5.199417849,3.206779164,0.884315959,5.638972211
L4650364,Malaysia,0.81,840,-8.125,3.838671356,0,24.60182762,0,301.9393528,5.106475857,1485892.5,379947.0923,5.090475237,76.53846154,256.1786327,10.6008574,1.305651217,2.418871116,0.317135022,3.714803454
L3302839,Malaysia,0.81,30,-2.9765625,4.270011609,0,27.08738327,0,11.76902665,9.093838199,1470873.235,328126.6603,3.208835306,147.3,155.8473821,11.42102834,1.065531191,2.475342568,0.374212596,3.729031321
L1248549,Malaysia,0.81,111,-1.859375,0.443125109,0,26.81186104,1,25.81887173,NA,2471153.11,198883.5196,3.168439933,170.438914,252.7406767,19.95518205,3.425085881,2.821463143,0.725585344,4.593296521
L1346438,Malaysia,0.81,63,-0.8203125,NA,0,26.58503151,0,0.603032237,15.21443265,1251436.576,708655.5802,4.469566525,160.625,213.0031266,8.095175278,1.676997386,2.211203523,0.374191582,3.744237242
L3554263,Malaysia,0.81,0,0.234375,NA,0,26.94309425,0,0.603032237,8.597550995,1245366.314,702266.578,3.933485215,101.7692308,210.6778499,5.453894449,0.697628536,1.973531647,0.234249458,3.03666461
L947233,Malaysia,0.81,1,0.3203125,4.649607386,0,27.17131996,0,0.418284337,0.261234191,1418961.595,372727.1495,4.365570028,285.6984848,229.8338867,17.99416766,2.881657044,2.844111145,0.651381586,4.77110719
L4727880,Malaysia,0.81,55,1.6796875,4.50688311,0,27.03678703,0,0.079864145,9.653641271,1340190.622,606878.8675,3.084491007,49.58333333,154.1552541,6.25480017,1.097193964,2.033173381,0.314060218,3.281359719
L4028235,Malaysia,0.81,1170,-3.3671875,3.98682997,0,22.95169067,0,935.5445502,2.173386518,1480164.934,380364.8199,3.627747654,234.9502646,307.5891021,15.48417957,2.889615881,2.539389043,0.576297629,4.498745414
L3328441,Malaysia,0.81,127,-15.84375,NA,0,26.58137512,0,2.481081468,22.93707649,1309530.166,606230.2509,3.03068331,200.0236967,168.8527906,25.42833874,2.911620306,3.030969509,0.6143945,4.890023475
L3346038,Malaysia,0.81,1439,-21.015625,3.373724386,0,22.95169067,1,935.5445502,NA,1479419.853,384809.2564,1.790705429,137.8444444,241.0503919,28.68288723,3.506982015,3.150144465,0.765238842,5.189133966
L3447463,Malaysia,0.81,0,-0.015625,NA,0,27.53998375,0,0.079864145,25.64571433,1314943.162,621170.9612,3.80929474,175.875,274.0311712,8.347844883,1.385281251,2.177799063,0.410967865,3.398490182
L1987357,Malaysia,0.81,74,2.7578125,4.38754262,0,25.7803421,0,1.572887145,4.600862531,1468481.951,362024.1006,2.753096667,40.29230769,89.776939,9.149050692,1.311242543,2.233917358,0.404061875,3.574618935
L5418710,Malaysia,0.81,57,-0.6875,4.444166003,0,27.06264305,0,11.76902665,6.041018872,1457848.44,343047.2128,NA,NA,NA,3.962304036,0.49757443,1.785918911,0.159300062,2.93443625
L5242857,Malaysia,0.81,1532,9.15625,3.298914532,0,21.60838699,1,5.696780931,NA,3157868.304,694198.1118,2.655165782,89.83333333,303.2239379,31.99045811,4.541835699,3.132945318,0.838149449,5.360256851
L2822708,Malaysia,0.81,0,0.171875,NA,0,NA,0,29.43175174,30.82507913,3153514.509,807604.3037,3.413676589,98.73513514,142.0996143,15.83839913,2.695639938,2.615899975,0.616094855,4.210572498
L4990526,Malaysia,0.81,2189,10.46875,3.339819402,0,17.34393311,1,841.9909418,NA,3179714.122,724764.1977,2.323084532,117.5867769,346.2112258,24.87091136,3.478359266,3.009595267,0.76663719,4.936000389
L3323451,Malaysia,0.81,2471,7.9296875,1.859930884,0,17.34393311,1,841.9909418,NA,3181761.424,725368.2882,3.010816578,65.10909091,290.1218679,23.73984529,3.359392261,2.873828669,0.719275149,4.759294245
L3977507,Malaysia,0.81,5,2.8125,NA,0,26.58137512,0,2.481081468,19.71711425,1311404.409,597003.5278,NA,NA,NA,8.536647433,1.008588887,2.169675147,0.309124224,3.488285965
L5621471,Malaysia,0.81,1,-1.046875,3.379892022,0,26.98695374,0,1.050263154,0.051512661,3351737.671,716286.7298,2.657815988,95.91733871,188.0942729,19.64537254,2.317685151,2.731066534,0.534755821,4.220070116
L1119542,Malaysia,0.81,0,3.4296875,NA,0,26.69443703,0,0.237853399,8.768145418,3116215.547,717490.5254,NA,NA,NA,15.15086963,1.398771004,2.392822588,0.358797216,4.080882155
L5424425,Malaysia,0.81,50,-0.6484375,2.558456679,0,26.96194077,0,272.6286725,1.199672523,3385952.14,670929.5032,3.333811055,98.89648033,165.034848,40.30656977,3.721624691,2.778308106,0.732933907,5.129213773
L3330978,Malaysia,0.81,0,-0.046875,2.132210738,0,27.04122162,0,4.546836599,12.84372779,3333147.713,722660.0375,3.420120202,92.33986928,170.6894407,14.48026836,1.952197409,2.649015634,0.525792463,4.045709911
L5860567,Malaysia,0.81,30,-0.0703125,4.38471699,0,26.69433975,0,0.079864145,20.83086078,1327781.417,633647.3236,3.072515795,144.9046154,211.668226,12.80675574,2.880809887,2.567841896,0.641686744,4.190498163
L5860201,Malaysia,0.81,9,0.359375,4.248977809,0,27.0830555,0,202.1640458,18.23374576,1517389.181,675655.2443,2.22714141,85.15384615,150.867543,7.030204661,1.160190124,2.135686494,0.336954187,3.337976112
L4728853,Malaysia,0.81,79,-0.5234375,4.2858045,0,27.06264305,0,11.31168556,6.083020942,1450399.054,346844.2449,2.75338809,85.77037037,176.4863137,6.318139538,0.710812298,2.149908711,0.233004048,3.292045111
L2534228,Malaysia,0.81,1,0.890625,3.095583433,0,26.69443703,0,0.237853399,0.47878158,3125075.148,719120.8678,2.633517765,87.104,139.4722928,20.11452042,1.565650053,2.563477505,0.409292146,4.290985544
L5239524,Malaysia,0.81,2026,0.4453125,3.27105705,0,22.24639511,0,0.107739016,1.24563817,3184735.675,721879.1055,2.771546251,45.45714286,98.72915998,20.75176929,3.238918599,2.709305041,0.66023898,4.540954737
L4326653,Malaysia,0.81,2425,-4.65625,3.086576701,0,17.34393311,1,841.9909418,NA,3180624.487,725886.2397,3.036183736,87.92,213.0953476,24.23871051,3.387688895,2.925626621,0.734929562,4.829678979
L2676074,Malaysia,0.81,14,0.0546875,3.67459915,0,26.2592411,1,418.946956,NA,1684848.283,252872.0515,4.381889985,103.4534413,252.2362548,10.44869372,2.165445815,2.394606675,0.505309691,3.737655543
L6115129,Malaysia,0.81,379,-1.1875,2.6463271,0,23.36339188,1,522.0201851,NA,3239402.284,573142.5414,3.683638091,208.4346228,279.4956966,40.67229275,4.440962129,3.145264955,0.828248823,5.661103973
L4787633,Malaysia,0.81,1,1.640625,3.33769139,0,26.98695374,0,43.05091317,0.019995299,3350755.221,716390.9155,NA,NA,NA,28.41313485,2.410943576,2.931615263,0.572396854,4.803525931
L4482494,Malaysia,0.81,37,0.4375,4.541495144,0,27.47807693,0,2.481081468,2.617478164,1328604.315,597724.5165,2.428799556,59.94117647,148.023603,17.12617079,1.870349467,2.773409415,0.560822018,4.393840418
L4111485,Malaysia,0.81,110,-4.9453125,NA,0,26.58137512,0,2.481081468,23.74267015,1307416.163,595789.2917,2.727783878,85.51190476,174.6575102,21.69455266,3.579473559,2.925303542,0.733102687,4.9434671
L2778136,Malaysia,0.81,61,0.375,4.424784845,0,26.84200859,0,0.104546749,0.023908913,1470766.134,352533.0662,2.220270722,72.05681818,179.6574378,6.780245125,0.925111991,1.87408986,0.259879433,3.342877447
L2866267,Malaysia,0.81,574,4.46875,1.435192077,0,26.33659172,1,87.37959626,NA,3448615.895,642836.6392,5.027493322,257.8602151,323.5712391,54.17370883,4.332421667,3.169773281,0.854815633,6.144149903
L7158986,Malaysia,0.81,0,-0.2890625,NA,0,26.58137512,0,2.481081468,19.29009498,1312026.905,594856.7363,2.284765263,37.76,120.176416,4.6236379,0.57069387,1.820746584,0.203746815,3.011221442
L5905406,Malaysia,0.81,134,-1.546875,3.587660167,0,26.69443703,0,0.239488045,1.836710078,3127360.06,717127.0263,NA,NA,NA,12.66565004,1.592965606,2.391309991,0.420388452,3.719791064
L6616664,Malaysia,0.81,95,-0.3125,2.227542209,0,25.20560837,1,231.0169932,NA,2662094.06,152471.9389,3.315042609,124.2942613,223.6664574,33.46079482,4.574652317,3.231995001,0.878526284,5.513574715
L3865754,Malaysia,0.81,202,-1.0546875,2.854182534,0,26.86856842,0,942.5879321,0.719596855,2979985.245,480051.4906,2.567147557,86.12396694,207.5618777,29.36671751,4.182935648,3.13395067,0.839708598,5.190149845
L2711083,Malaysia,0.81,415,5.8203125,NA,0,26.58137512,0,2.481081468,24.47406928,1307427.029,604489.0353,2.859736119,118.6274929,184.3817157,22.40500092,2.802723418,2.967024123,0.641956903,4.787839717
L3249538,Malaysia,0.81,62,-0.3046875,4.368475126,0,26.96243858,0,53.02808677,13.47989545,1311349.221,731488.3065,5.618342426,136.994709,184.2127052,4.741055298,1.676816316,1.76357178,0.351923692,3.142310056
L4728854,Malaysia,0.81,79,-0.5234375,4.2858045,0,27.06264305,0,11.31168556,6.417352395,1450663.036,346622.8341,2.941558057,78.71428571,197.1381087,6.131588098,0.604692918,2.143179696,0.209562313,3.240398727
L4027909,Malaysia,0.81,76,-1.7734375,4.351920279,0,27.06264305,0,11.31168556,5.618147746,1448343.223,346279.9439,3.890777993,269.3842365,267.7154025,15.47033428,2.024008555,2.690374026,0.558028108,4.30754313
L4851575,Malaysia,0.81,494,-1.0546875,3.558592861,0,22.99210358,1,1405.890512,NA,3130399.639,649126.0638,3.461014058,223.2946429,411.4320668,29.75501125,4.032677805,3.089639632,0.798940426,5.164699379
L5502736,Malaysia,0.81,2532,13.5234375,3.068623124,0,17.34393311,1,841.9909418,NA,3180923.171,726648.2076,2.923981449,61.72222222,222.5202166,23.99239349,3.338226467,2.892342279,0.721842279,4.791346542
L11134699,Malaysia,0.81,1,0.1484375,4.51233157,0,27.20877266,0,0.418284337,30.74368272,1399208.927,398056.0303,3.925173188,128.9066176,196.4206934,6.834754639,1.353770051,2.007601218,0.355010327,3.333804041
L9794577,Malaysia,0.81,76,-0.625,4.351764082,0,27.06264305,0,11.31168556,6.163960582,1449168.8,346008.4401,3.160561553,145.6696915,236.9736104,8.489961453,1.114034472,2.281262961,0.341613629,3.568799004
L3221589,Malaysia,0.81,1279,6.203125,3.474025833,0,22.95169067,0,935.5445502,1.741406058,1481818.117,382906.8221,2.14188046,104.3849206,241.116556,24.74349373,3.619585107,2.967741489,0.741303944,5.083009995
L11005654,Malaysia,0.81,1,0.109375,4.488623857,0,27.20877266,0,0.418284337,23.56222983,1402108.379,390997.3615,2.559628963,50.5,198.2570035,5.823242875,0.805799679,1.856822405,0.270764683,3.070274177
L4727928,Malaysia,0.81,69,0.9296875,3.250332549,0,26.79524994,0,9.425364858,5.773373061,2441171.055,166690.47,2.420676362,39.38823529,105.4844257,8.013381491,1.144584274,1.969726811,0.28358347,3.110558289
L5987674,Malaysia,0.81,7,0.0390625,NA,0,26.58137512,0,2.481081468,18.76468986,1312681.906,601330.8606,2.139420927,35.96226415,114.9128753,10.12634017,1.891273223,2.277739251,0.493831899,3.866438426
L3032371,Malaysia,0.81,21,-0.28125,4.051331481,0,27.0585289,1,4.558114066,NA,1462758.497,320023.1202,3.83722501,117.2486772,201.7344929,4.881728833,0.620132158,1.796866551,0.22622423,2.124179349
L4028259,Malaysia,0.81,4,0.046875,4.342142404,0,26.98363686,0,11.31168556,16.86070659,1426543.228,354444.7147,3.407627369,93.80681818,216.6240482,4.639842122,0.685661192,1.686606439,0.244874802,2.904871086
L2709513,Malaysia,0.81,0,-2.171875,NA,0,27.54573441,0,12.88885592,7.686176525,1488120.151,269393.8407,3.452031537,106.7935223,206.514787,13.14837798,2.158351145,2.570715976,0.508388305,4.099136481
L4756790,Malaysia,0.81,0,0.125,4.55570031,0,27.17131996,0,0.418284337,0.280031046,1418604.646,374135.7836,4.121537831,104.0813492,184.7480102,10.76375201,1.753913419,2.433057132,0.511193507,3.801047449
L1122477,Malaysia,0.81,7,0.015625,4.514155859,0,27.17131996,0,0.418284337,16.49204617,1410206.835,388216.5449,3.132507543,73.81176471,159.2331886,2.220066474,0.068232811,1.319345736,0.034606218,2.385265184
L4868301,Malaysia,0.81,1,0.8125,3.188202935,0,26.98695374,0,43.05091317,0.433940962,3352778.885,715184.623,3.856437731,194.9531773,219.4465789,25.77204304,3.264240481,2.827751318,0.691038644,4.680031999
L4331944,Malaysia,0.81,48,0.15625,2.282950764,0,26.96194077,0,272.6286725,0.234485063,3387426.593,669335.906,3.648631204,151.0458333,177.3927257,60.87323194,3.982090704,3.066024446,0.816347782,6.049785197
L2522061,Malaysia,0.81,1033,0.2578125,3.915126264,0,22.80659294,0,0.042906494,0.657982481,1474139.239,415689.5452,2.598053234,187.3710769,427.0223515,16.64029756,2.779344929,2.770022627,0.595960659,4.630165903
L2521920,Malaysia,0.81,1177,-7.359375,3.80701706,0,22.80659294,0,715.752295,0.45228194,1471406.526,416543.5699,NA,NA,NA,36.78755607,4.445596719,3.171798334,0.850569341,5.673697953
L4706561,Malaysia,0.81,1025,4.1796875,4.019677992,0,22.80659294,0,0.042906494,0.21419334,1473978.5,414820.7595,3.540939911,157.5882353,267.8766593,20.99846596,3.676933894,2.897016178,0.720136557,5.034697834
L7240453,Malaysia,0.81,103,5.859375,3.807345158,0,26.69443703,0,0.239488045,2.203148128,3128670.405,719829.266,1.979136297,53.8,126.005941,13.25219021,1.730833181,2.41015214,0.459592408,3.815944288
L1092182,Malaysia,0.81,2694,-3.0859375,2.816858581,0,17.34393311,1,841.9909418,NA,3181239.815,728213.562,2.690018734,60,181.0222322,23.36042163,3.232923056,2.838653403,0.697309004,4.718070985
L2109254,Malaysia,0.81,3,1.1015625,3.522869637,0,27.03279305,0,0.331168406,4.784611572,2459861.634,179875.1441,2.611432998,102.5989583,118.7202046,20.7612091,1.593031056,2.773342014,0.4718875,4.379501788
L5203296,Malaysia,0.81,46,0.9609375,2.079588576,0,26.96194077,0,272.6286725,0.859163975,3387859.139,670706.0771,3.51791301,137.6924603,181.4917529,44.57569257,3.782158071,3.001578126,0.75624432,5.474345237
L3450316,Malaysia,0.81,139,-0.6484375,4.01481699,0,27.44061661,0,0.115798131,12.36875216,1329783.872,704614.1234,4.221033323,270.8495025,304.8498536,42.73523081,5.204822228,3.226962714,0.84341957,5.929022298
L7405505,Malaysia,0.81,67,-8.34375,4.569589961,0,27.44061661,0,0.115798131,11.59525152,1313516.418,689728.4819,4.56570514,148.3850267,231.1971179,9.084929954,1.132532793,2.272234923,0.362547072,3.531407908
L4659380,Malaysia,0.81,1,-1.6953125,3.404177721,0,26.98695374,0,43.05091317,0.12735936,3351868.567,715199.4904,3.765614469,214.6149068,186.7580195,26.65272213,3.404997218,2.873786027,0.683577078,4.830470981
L3480212,Malaysia,0.81,23,0.9296875,3.477699646,0,26.70360947,0,85.521363,7.602080103,2455481.937,176919.2108,3.203240067,108.6958333,248.2993572,10.79306898,1.540363919,2.260938734,0.416955176,3.619871361
L10199918,Malaysia,0.81,1089,1.78125,3.018629959,0,20.22787857,0,12808.36857,1.775540772,3078207,474250.7424,4.056521486,147.5526316,201.0283873,24.85235548,4.362874894,3.051283075,0.862073667,5.078613518
L1122484,Malaysia,0.81,90,-3.3203125,4.375521159,0,25.15809631,0,2646.036331,0.91385167,1548281.303,490341.2189,4.224487729,197.5,289.8581265,23.47457992,3.750729737,2.964236178,0.793912655,4.975670525
L7866269,Malaysia,0.81,2,0.1015625,4.519677951,0,27.42439461,0,2.481081468,14.59660061,1325331.96,584060.9686,3.932815618,106.6346154,325.5655932,2.2001192,0.11196038,1.190506524,0.027979767,0.756275476
L3272168,Malaysia,0.81,570,-0.1953125,3.473933737,0,23.89800262,1,1218.186424,NA,1446075.255,646643.1228,2.626860771,63.68229167,125.0672022,39.6322881,4.438240543,3.237821312,0.868825863,5.913855161
L1315393,Malaysia,0.81,9,0.6875,2.537801538,0,26.69443703,0,0.237853399,5.436101467,3121365.331,714891.6759,3.338367872,89.57222222,160.3431545,11.12045541,0.980244391,2.122899622,0.28743069,3.550311052
L4914939,Malaysia,0.81,43,0.421875,2.073095123,0,26.96194077,1,272.6286725,NA,3391435.323,667937.603,4.458442597,150.6666667,188.1284221,19.87428775,2.589410302,2.872219943,0.555706045,4.416364646
L7963564,Malaysia,0.81,41,-2.6328125,4.185239552,0,26.5266571,0,41.15764605,6.256498575,1711375.05,276237.3175,2.266255353,48.0125,150.1176734,6.194571569,0.518371539,1.982535948,0.207477991,3.131523647
L4706571,Malaysia,0.81,1475,-8.1640625,4.251179696,0,19.48950386,0,8.221279365,0.924523177,1433405.074,499896.3093,2.577610089,149.6666667,233.1599591,17.33211651,2.936993741,2.787275298,0.63336124,4.509665754
L7955713,Malaysia,0.81,6,-0.125,4.145142333,0,26.53341866,0,4.135963368,25.78732546,1623659.795,604797.567,2.751286778,177.7,121.8360185,5.248248205,0.526723406,2.063330683,0.175606557,3.041415548
L5621826,Malaysia,0.81,1,0.8984375,3.343339826,0,26.98695374,0,43.05091317,0.030828766,3352105.135,714901.872,2.998563683,126.1764706,224.5899466,33.09179596,3.551739034,2.819878804,0.669667113,4.884441317
L4730024,Malaysia,0.81,26,1.8828125,4.247828851,0,27.51707077,0,12.88735286,8.490157951,1483830.308,282799.8119,3.149687389,88.0004902,154.7881064,4.913844911,0.639057406,1.92769499,0.209835166,3.039062856
L8111132,Malaysia,0.81,0,-0.484375,NA,0,26.58137512,0,2.481081468,17.21338268,1314290.609,601551.5728,2.713001697,65.87804878,153.4181841,14.1341854,1.833931395,2.353418046,0.507881957,4.119908147
L2309644,Malaysia,0.81,76,1.8046875,4.355650044,0,27.06264305,0,11.76902665,6.783712322,1465738.153,346178.9122,3.605840174,121.3948052,226.5231044,9.047104753,1.174693834,2.269150873,0.364820473,3.628352988
L8307956,Malaysia,0.81,83,0.6484375,4.375331981,0,26.84200859,0,935.5445502,4.631564666,1481192.004,339995.7118,1.559937591,16.81818182,84.64102927,6.166545603,0.719806446,2.069357494,0.220579235,3.209125662
L8278391,Malaysia,0.81,83,0.6484375,4.375331981,0,26.84200859,0,935.5445502,4.611528242,1481224.856,339973.1065,2.008288832,52.47058824,120.9892132,6.127743537,0.720412931,2.058305079,0.220413175,3.209613785
L4028239,Malaysia,0.81,964,-3.578125,4.066128348,0,22.95169067,0,935.5445502,1.943543442,1479221.936,380087.1321,2.827398643,163.1730769,289.9974038,17.71547693,3.163019273,2.668687623,0.606362102,4.720873476
L8379113,Malaysia,0.81,0,-0.484375,NA,0,26.58137512,0,2.481081468,17.57196139,1313874.064,601191.6127,2.345035605,80.23076923,121.3449062,12.8564973,2.256134473,2.317266457,0.573721429,4.152363709
L4728991,Malaysia,0.81,46,-0.203125,3.496957573,0,26.70360947,0,0.331168406,7.395732071,2455855.811,175877.1842,1.659323726,43.07885305,96.94756515,8.269120211,0.90235972,2.098793216,0.286878847,2.983653593
L3136440,Malaysia,0.81,19,-7.765625,3.260398411,0,26.70360947,0,23.00729667,1.08723255,2442460.274,186731.6292,2.861727907,229.8321678,379.2255582,25.62482228,3.786488354,2.993647974,0.795586742,5.076815805
