study_area,station,country,HDI,elev,TPI,access_log10,Hansen_recentloss,bio01,PA,PA_size_km2,dist_to_PA,utm_east,utm_north,maxFRic,asymptPD,SR.mean,rh_95_a0.pred,pai_a0.pred,fhd_pai_1m_a0.pred,cover_a0.pred,agbd_a0.pred
Santubong,SNP_007_152,Malaysia,0.81,156,-4.0859375,0.714118568,0,26.87872314,0,85.521363,9.26982744,2457022.494,202191.2074,NA,NA,NA,40.44532332,5.62672312,3.278091059,0.908684149,5.936306363
Santubong,SNP_007_81,Malaysia,0.81,485,-3.9375,0.715765908,0,26.87872314,0,85.521363,8.188946746,2456463.083,201207.225,NA,NA,NA,39.067452,5.78677534,3.179274101,0.8677469,5.901980818
Santubong,SNP_010_792,Malaysia,0.81,156,5.8125,1.028371383,0,26.87872314,0,85.521363,7.677224734,2457259.749,199902.4945,9.721380569,2.15625,6.9375,22.74594908,3.962083014,2.87318216,0.744728662,4.788719477
Santubong,SNP_013_114,Malaysia,0.81,485,-3.9375,0.715765908,0,26.87872314,0,85.521363,8.260985005,2456504.444,201270.1582,0,1.125,6.984375,40.80515127,6.333280322,3.24302562,0.895775012,6.01077996
Santubong,SNP_014_62,Malaysia,0.81,156,-4.0859375,0.714118568,0,26.87872314,0,85.521363,9.040224335,2456409.783,202280.3529,0,1,10.83783784,36.42164144,4.92380443,3.193094497,0.77900761,5.715638599
Santubong,SNP_022_171,Malaysia,0.81,0,-10.75,-1.002994297,0,26.81186104,0,25.81887173,13.77585459,2458120.085,207065.2405,17.67495439,2.8703125,10.97058824,38.49657335,5.299766496,3.285245762,0.903456665,5.916135064
Santubong,SNP_024_29,Malaysia,0.81,0,-3.140625,0.172726022,0,26.81186104,0,25.81887173,10.78400483,2460021.332,203910.976,12.54483702,1.8625,7.857142857,30.91962746,4.696320643,3.074119328,0.826823568,5.26110918
Santubong,SNP_032_54,Malaysia,0.81,0,3.6484375,-0.591080685,0,26.87872314,0,85.521363,13.64579071,2457636.53,207052.4219,28.60737568,2.830208333,9,32.20616244,4.8117168,3.157571292,0.863826479,5.432024596
Santubong,SNP_033_25,Malaysia,0.81,0,-1.5546875,-1.594087063,0,26.87872314,0,85.521363,14.7209952,2457624.276,208306.6862,18.15044189,2.51875,6.967741935,36.11122806,4.795399309,3.18164837,0.874350041,5.569885877
Santubong,SNP_038_627,Malaysia,0.81,156,5.8125,1.028371383,0,26.87872314,0,85.521363,8.496566107,2457765.98,200602.2062,NA,NA,NA,27.57761751,4.660884799,3.034903587,0.827506633,5.173404009
Santubong,SNP_039_218,Malaysia,0.81,128,39.828125,0.708640223,0,26.87872314,0,85.521363,8.562127929,2457187.155,201173.5384,11.37667643,2.25625,9.942307692,33.40115302,5.313677573,3.129399065,0.858382909,5.50096852
Santubong,SNP_039_37,Malaysia,0.81,110,-7.0859375,0.603971238,0,26.87872314,0,85.521363,9.905614957,2456681.074,203163.1609,0,1.96875,5.48,34.93610842,4.943138297,3.147170524,0.828707579,5.577699601
Santubong,SNP_138_20,Malaysia,0.81,0,-7.1640625,NA,0,26.81186104,0,25.81887173,13.94271416,2459143.881,208804.6083,11.04030589,1.7078125,10.14285714,40.16642988,5.179403488,3.200396529,0.89274126,5.775159156
Santubong,SNP_138_323,Malaysia,0.81,156,5.8125,1.028371383,0,26.87872314,0,85.521363,8.164902373,2457284.997,200562.9207,0,1,3,27.9009219,4.617636113,3.005469272,0.79993459,5.141775386
Santubong,SNP_139_493,Malaysia,0.81,156,5.8125,1.028371383,0,26.87872314,0,85.521363,8.321129974,2457568.495,200533.1645,12.90150657,2.3828125,7.980392157,27.33492133,4.600828451,3.014668609,0.813869991,5.136652195
Santubong,SNP_140_539,Malaysia,0.81,156,5.8125,1.028371383,0,26.87872314,0,85.521363,8.377796534,2457620.632,200566.0872,0,1.50625,5,27.52098144,4.630822182,3.0227347,0.818684447,5.15374442
Santubong,SNP_149_59,Malaysia,0.81,156,-4.0859375,0.714118568,0,26.87872314,0,85.521363,9.181336383,2456425.742,202440.3335,11.79203785,2.0859375,7.944444444,33.45690267,4.582295249,3.120939606,0.761173503,5.40614941
Santubong,SNP_149_698,Malaysia,0.81,156,5.8125,1.028371383,0,26.87872314,0,85.521363,7.638880646,2457201.479,199901.9467,0,1.6328125,6.9375,22.75345822,3.936336093,2.866870632,0.738018118,4.777112008
Santubong,SNP_151_23,Malaysia,0.81,110,-7.0859375,0.603971238,0,26.87872314,0,85.521363,9.54669122,2456474.298,202848.4762,0,1.96875,3,31.34716392,4.526972584,3.057752222,0.779651104,5.346833441
Santubong,SNP_264_776,Malaysia,0.81,128,39.828125,0.708640223,0,26.87872314,0,85.521363,8.818657223,2458032.037,200815.5218,0,1.6328125,3,28.57590905,4.795299758,3.068258302,0.845755465,5.253494759
Santubong,SNP_CT003_(Permai),Malaysia,0.81,76,-7.3125,-0.702695912,0,26.87872314,0,85.521363,10.1754122,2456170.983,203733.8977,NA,NA,NA,23.86599212,4.063399189,2.979284183,0.748076539,4.897294094
Santubong,SNP_CT006_(F15),Malaysia,0.81,156,5.8125,1.028371383,0,26.87872314,0,85.521363,8.658024077,2457987.192,200627.4593,NA,NA,NA,27.39232221,4.675012648,3.047627629,0.83722924,5.185682344
Santubong,SNP_reconyx_65,Malaysia,0.81,110,-7.0859375,0.603971238,0,26.87872314,0,85.521363,10.04808064,2456820.03,203257.1446,0,0,4.974358974,38.19580062,5.238600996,3.199881032,0.859445897,5.770886479
Santubong,SNP_WONG_128,Malaysia,0.81,0,-10.75,-1.002994297,0,26.81186104,0,25.81887173,13.6272069,2458204.407,206903.9029,12.70895616,2.6015625,9.493506494,36.4450817,5.120160397,3.247679889,0.889684048,5.735767515
TanjungDato,TDNP_CT_1_(loc_14),Malaysia,0.81,0,0,NA,0,25.71532681,0,10.30920598,1.561164292,2380081.685,235061.447,0,0,NA,32.73987007,4.163463895,3.098803123,0.802744887,5.301865734
UluSebayauNP,USNP_020_Jan_2017,Malaysia,0.81,2,-1.0234375,NA,0,27.00723839,0,153.190845,2.527697533,2549125.201,161908.3235,29.6341342,3.3828125,12.65116279,11.16536373,1.597850786,2.321806458,0.423322534,3.700134262
UluSebayauNP,USNP_032_Jan_2017,Malaysia,0.81,1,-0.296875,2.402321584,0,27.00723839,0,153.190845,1.650584841,2543815.497,163029.2009,30.2163577,3.102083333,28.1875,13.12962973,2.624665677,2.460034998,0.591392621,4.040766356
UluSebayauNP,USNP_034_Jan_2017,Malaysia,0.81,2,0.0390625,2.453213839,0,27.00723839,0,153.190845,2.076425058,2546928.997,162332.8935,12.67532,2.34375,15,12.23132706,2.238103162,2.386514112,0.519454932,3.879072569
UluSebayauNP,USNP_037_Dec_2016,Malaysia,0.81,30,0.109375,2.495195623,0,27.00723839,1,153.190845,NA,2537392.691,162446.6636,0,1.96875,14.61538462,13.82304199,3.112595946,2.589880924,0.666951089,4.107252449
UluSebayauNP,USNP_038_Dec_2016,Malaysia,0.81,27,-0.0546875,2.427997884,0,26.94897079,1,153.190845,NA,2535246.967,163009.7592,11.04030589,1.8328125,4,16.40957061,3.232391315,2.69051014,0.688652695,4.35533005
UluSebayauNP,USNP_080_Jan_2017,Malaysia,0.81,1,0.5625,2.495497926,0,27.00723839,0,153.190845,1.848183544,2541786.463,164278.2572,27.5157758,3.470081019,11.1627907,13.04105581,2.54208846,2.475014192,0.594957409,4.021774435
UluSebayauNP,USNP_092,Malaysia,0.81,27,-0.4765625,2.450098781,0,26.94897079,1,153.190845,NA,2536259.06,163009.6716,0,1.96875,35.77894737,10.84738504,2.709817083,2.417447586,0.567907024,3.686529817
UluSebayauNP,USNP_0920_March_2017,Malaysia,0.81,23,0,2.578352187,0,27.00723839,1,153.190845,NA,2540822.994,161074.982,11.79500171,2.04375,7.904761905,13.82753828,2.73402462,2.557331997,0.649846141,4.186972791
UluSebayauNP,USNP_093_-_WET_Dec_2016,Malaysia,0.81,27,-0.4765625,2.450098781,0,26.94897079,1,153.190845,NA,2535719.958,162825.1851,15.76665094,3.0390625,7.961538462,14.70057851,2.895126578,2.5849233,0.625745162,4.133408932
UluSebayauNP,USNP_0934_March_2017,Malaysia,0.81,24,-0.4140625,2.5908052,0,27.00723839,1,153.190845,NA,2541960.075,160248.9653,0,1.7578125,8.142857143,12.70895412,2.588582711,2.457928266,0.59070234,3.983050599
UluSebayauNP,USNP_094_Dec_2016,Malaysia,0.81,30,0.109375,2.495195623,0,27.00723839,1,153.190845,NA,2537964.616,162334.9317,11.04030589,1.7078125,12.41346154,14.58918239,3.490058262,2.590219344,0.734803037,4.310517432
UluSebayauNP,USNP_095_-_WET_Dec_2016,Malaysia,0.81,29,0.265625,2.474976747,0,27.00723839,1,153.190845,NA,2536959.548,162471.1312,0,1.066666667,5.160714286,14.54456863,3.334084354,2.612932502,0.709606586,4.249585295
UluSebayauNP,USNP_0955_March_2017,Malaysia,0.81,32,-0.3984375,2.581441768,0,27.00723839,0,153.190845,0.190264413,2542037.978,159566.9392,0,1.75,16.52380952,13.23805121,2.675356901,2.480178906,0.599651452,4.034538451
UluSebayauNP,USNP_0956_March_2017,Malaysia,0.81,34,0.03125,2.584646298,0,27.00723839,0,153.190845,0.018371701,2542588.224,158797.8707,15.24211827,3.0375,7.238095238,14.56664194,2.839388528,2.595704092,0.643281299,4.229174762
UluSebayauNP,USNP_9188_March_2017,Malaysia,0.81,30,0.265625,2.571088774,0,27.00723839,1,153.190845,NA,2540876.93,160168.3766,0,1.075,6.952380952,12.10178237,2.233108443,2.480059866,0.531930139,3.851493223
UluSebayauNP,USNP_9196_March_2017,Malaysia,0.81,24,-0.4140625,2.5908052,0,27.00723839,1,153.190845,NA,2541460.347,160393.8973,15.0008603,2.697395833,8.904761905,12.46590786,2.465928587,2.471017064,0.576808162,3.948723609
UluSebayauNP,USNP_9321_March_2017,Malaysia,0.81,12,-0.09375,2.581191462,0,27.00723839,1,153.190845,NA,2540342.004,162109.6,0,1.6875,11.80952381,12.71697796,2.560168194,2.486682471,0.616401632,4.024379482
UluSebayauNP,USNP_9329-CRASH_March_201,Malaysia,0.81,32,-0.3984375,2.581441768,0,27.00723839,0,153.190845,0.606022933,2541671.284,159011.6967,NA,NA,NA,12.73917377,2.316355307,2.451413389,0.560155323,3.949830703
Wilmar,WM-EDGE011,Malaysia,0.81,227,10.2890625,2.317854222,0,26.50213623,0,22.66736104,15.8147263,2863113.774,413154.0534,12.92742053,2.4765625,6,25.51479045,4.450099593,2.851666012,0.790902255,4.930743414
Wilmar,WM-EDGE016,Malaysia,0.81,207,-1.8125,2.486522444,1,26.50213623,0,22.66736104,16.66901671,2861521.303,413702.701,11.01067715,2.04375,5.461538462,21.86790857,3.553578704,2.626942319,0.677504568,4.510198398
Wilmar,WM-HCV001,Malaysia,0.81,184,0.828125,2.137389118,1,26.70229149,0,36.785122,22.88602049,2859055.834,421295.5327,38.7358076,3.51953125,12.91666667,28.02016744,2.891676866,2.613092964,0.606611411,4.630021151
Wilmar,WM-HCV003,Malaysia,0.81,309,7.84375,2.202951597,0,26.50213623,0,22.66736104,11.55400978,2865349.465,408896.8571,12.43668882,3.3578125,22,27.14446205,3.878695407,2.743743269,0.722209422,4.770446793
Wilmar,WM-HCV005,Malaysia,0.81,246,4.8359375,2.097182395,0,26.28951454,0,22.66736104,15.31262847,2867150.25,412937.6509,43.39314078,3.1609375,9.24,18.4236242,3.281355834,2.572906893,0.592904474,4.365669172
Wilmar,WM-HCV006,Malaysia,0.81,292,9.4921875,2.211050494,1,26.50213623,0,22.66736104,11.16350559,2863898.313,408254.2916,37.90157773,3.477083333,10.92307692,25.54661366,3.676871113,2.70234552,0.708735366,4.65056169
Wilmar,WM-HCV010,Malaysia,0.81,239,13.8046875,2.166774544,0,26.50213623,0,22.66736104,15.88324262,2864942.618,413492.2288,12.92742053,2.6015625,11.32692308,28.93960176,4.501742574,3.000210743,0.819854665,5.133058648
Wilmar,WM-HCV017,Malaysia,0.81,166,1.1015625,2.219455776,1,26.70229149,0,36.785122,21.85673941,2858883.972,422383.1448,12.46936173,1.90625,10.16,23.40031099,3.438430829,2.663579436,0.712079246,4.665270839
Wilmar,WM-HCV018,Malaysia,0.81,292,9.4921875,2.211050494,1,26.50213623,0,22.66736104,11.1693782,2863895.801,408260.1493,0,1.96875,3,25.55564019,3.677364576,2.702336662,0.708812581,4.650914213
Wilmar,WM-HCV020,Malaysia,0.81,292,9.4921875,2.211050494,1,26.50213623,0,22.66736104,11.1149128,2863897.155,408201.028,13.99933563,2.7265625,8.727272727,25.44944639,3.670473562,2.701835226,0.70791175,4.646378417
Wilmar,WM-HCV027,Malaysia,0.81,166,1.1015625,2.219455776,1,26.70229149,0,36.785122,21.85452111,2858883.916,422385.509,12.5320988,2.6015625,4,23.38619485,3.439391312,2.663495033,0.712287248,4.664854741
Wilmar,WM-OP002,Malaysia,0.81,157,-0.53125,3.02223928,0,26.70229149,0,36.785122,22.97291129,2857483.57,421148.4665,NA,NA,NA,39.64971945,3.811021709,2.897021921,0.764170849,5.225675694
Wilmar,WM-OP007,Malaysia,0.81,329,-1.765625,2.864045833,0,26.50213623,0,22.66736104,10.16090741,2865671.904,407433.5843,0,1.96875,6.96,23.84250527,3.619842351,2.732173979,0.693045977,4.622950488
Wilmar,WM-OP008,Malaysia,0.81,289,2.0390625,3.114830764,0,26.28951454,0,22.66736104,12.40371433,2867257.777,409828.1293,0,1.3125,4.96,13.02418141,2.050213344,2.279667698,0.431825101,3.694405022
Wilmar,WM-OP009,Malaysia,0.81,257,8.953125,2.085731894,0,26.28951454,0,22.66736104,13.61658064,2867198.125,411125.987,17.05722693,3.3015625,5,14.4329218,1.8625402,2.077199869,0.371958419,3.571587513
Wilmar,WM-OP012,Malaysia,0.81,254,-6.8125,3.017885322,0,26.50213623,0,22.66736104,7.405668918,2862205.341,403296.9087,11.50326814,2.0859375,NA,20.21374581,3.275149956,2.642543459,0.671207279,4.430329298
Wilmar,WM-OP013,Malaysia,0.81,249,-6.96875,2.819373573,1,26.50213623,0,22.66736104,8.760880594,2862317.446,405012.3331,0,1.96875,4,21.30971173,3.365480184,2.653209664,0.678209423,4.458496583
Wilmar,WM-OP014,Malaysia,0.81,241,-0.90625,2.182651829,0,26.50213623,0,22.66736104,10.17816961,2862091.761,406572.2155,11.50326814,1.9609375,4,22.17322556,3.412594414,2.650443068,0.680782029,4.486882159
Wilmar,WM-OP015,Malaysia,0.81,214,-0.6875,3.034258079,0,26.50213623,0,22.66736104,12.18154546,2861370.56,408586.7814,14.66789789,1.9296875,4.961538462,22.7284601,3.409420603,2.624402949,0.677411193,4.489305437
Wilmar,WM-OP019,Malaysia,0.81,178,-0.953125,2.332196992,0,26.50213623,0,22.66736104,10.80717159,2860467.58,406487.8974,NA,NA,NA,20.71711906,3.291540353,2.616251618,0.666613913,4.426878254
Wilmar,WM-OP022,Malaysia,0.81,209,0.421875,2.977797568,0,26.70229149,0,22.66736104,22.74900028,2859045.346,419722.2334,NA,NA,NA,43.5473408,3.391644398,2.733163435,0.712561043,5.173234781
Wilmar,WM-OP023,Malaysia,0.81,187,-0.203125,3.009922712,0,26.70229149,0,22.66736104,23.06594682,2857450.682,419515.6487,NA,NA,NA,34.18956986,3.364342433,2.726745653,0.702827488,4.891263521
Wilmar,WM-OP024,Malaysia,0.81,217,-0.8125,2.460610984,0,26.70229149,0,22.66736104,21.50518342,2858823.183,418250.4288,NA,NA,NA,34.06386843,3.242880233,2.657335504,0.690147336,4.832822151
Wilmar,WM-OP025,Malaysia,0.81,167,-0.34375,3.066331386,0,26.70229149,0,22.66736104,23.14625884,2855943.863,418963.5149,NA,NA,NA,25.8642727,3.108226733,2.621262836,0.658671669,4.53701756
Wilmar,WM-OP029,Malaysia,0.81,179,-0.0625,3.124969881,0,26.70229149,0,22.66736104,21.52852884,2855914.223,417029.3778,0,1.2421875,5.625,21.73160336,2.768169352,2.477849519,0.597000312,4.259162405
Wilmar,WM-OP030,Malaysia,0.81,134,0.5703125,3.317530264,0,26.70229149,0,73.49808219,21.38871229,2854384.193,416505.3596,NA,NA,NA,16.81329256,2.426476101,2.390542722,0.540728233,3.996733005
Luasong,A07,Malaysia,0.81,973,6.5703125,2.215717747,0,24.54285431,0,522.0201851,2.525117311,3221672.271,558470.7771,8.591699871,2.052083333,12.15384615,36.38330344,4.614672427,3.236948627,0.87653623,5.674748297
Luasong,A08,Malaysia,0.81,896,-2.0390625,2.205831829,0,24.43041611,0,522.0201851,0.915227519,3223847.134,558557.9557,12.71054865,2.09375,4,37.77204398,4.657694051,3.24769825,0.878444845,5.760169436
Luasong,A11,Malaysia,0.81,903,5.5546875,2.193767729,0,24.43041611,0,522.0201851,1.110933287,3222776.082,559669.7437,17.48137697,2.9765625,24.61538462,40.52614075,4.737517889,3.265659959,0.888802814,5.861153158
Luasong,A12,Malaysia,0.81,777,-1.46875,2.196211212,0,24.43041611,1,522.0201851,NA,3224920.367,559699.1843,13.59820478,3.191145833,11.69230769,39.90074907,4.610556711,3.249177861,0.874945513,5.869153284
Luasong,A16,Malaysia,0.81,808,-1.828125,2.179981173,0,24.43041611,1,522.0201851,NA,3223794.926,560732.8299,11.49273903,2.052083333,14.38461538,38.41951229,4.697591832,3.261940378,0.886379242,5.811476455
Luasong,A20,Malaysia,0.81,715,9.9375,2.217460208,0,24.43041611,1,522.0201851,NA,3224811.224,561899.9831,10.9265367,2.09375,10.15384615,32.51537259,4.725617904,3.295688435,0.896955371,5.590414441
Luasong,AA05,Malaysia,0.81,414,2.9765625,2.179145043,0,24.73103333,0,560.3123375,0.777251718,3295174.748,587497.2182,NA,NA,NA,33.57969931,4.696813899,3.088835471,0.837943252,5.404303296
Luasong,AA09,Malaysia,0.81,402,-6.734375,2.22647738,0,24.73103333,1,560.3123375,NA,3296231.563,588636.2187,12.68335507,2.6015625,6,32.46237702,3.962015592,3.122237392,0.816232991,5.338719659
Luasong,AA13,Malaysia,0.81,428,-4.1328125,2.342941972,0,24.73103333,1,560.3123375,NA,3295045.802,589678.0329,12.59461891,2.01875,4.46875,39.02658483,4.446021134,3.163791718,0.864149256,5.60402558
Luasong,AA17,Malaysia,0.81,419,-6.84375,2.199062894,0,24.73103333,1,560.3123375,NA,3300879.584,590693.0515,18.63060817,3.012673611,9.875,27.66902684,3.483771691,3.11882493,0.7433509,5.058070128
Luasong,AA29,Malaysia,0.81,467,1.15625,2.264734079,0,24.73103333,1,560.3123375,NA,3294863.954,594160.3961,0,1.25,10.17857143,27.79673911,3.43331094,3.073918897,0.711223501,5.017627778
Luasong,B12,Malaysia,0.81,763,7.40625,3.009153067,0,24.43041611,1,139.0442151,NA,3233986.195,551248.2757,18.79890826,2.359375,5.46875,38.26630499,4.856469864,3.253157012,0.901028284,5.733571896
Luasong,B16,Malaysia,0.81,834,-8.875,2.242480623,0,24.43041611,1,139.0442151,NA,3232796.915,552294.0696,NA,NA,NA,41.05146546,4.878964741,3.283584938,0.894437267,5.927225324
Luasong,B19,Malaysia,0.81,933,5.78125,2.255922771,0,24.43041611,1,139.0442151,NA,3231720.027,553355.7979,0,1.75,3,45.54351441,4.689344827,3.268447434,0.867131488,6.00940996
Luasong,B20,Malaysia,0.81,697,-6.78125,3.466038284,0,24.43041611,1,139.0442151,NA,3233893.773,553380.7682,12.14112469,2.260416667,11.21875,36.98766242,4.329737382,3.271130079,0.82426856,5.569532688
Luasong,B23,Malaysia,0.81,1015,-3.9375,3.448995332,0,24.43041611,1,139.0442151,NA,3230586.922,554428.7069,12.70129641,2.6015625,4,41.33791258,4.580350006,3.245501081,0.859077422,5.841511454
Luasong,B24,Malaysia,0.81,827,3.9765625,3.215973138,0,24.43041611,1,16.64495883,NA,3232753.529,554512.838,3.13612632,2.177083333,4,41.05263444,4.982760903,3.287919628,0.889684267,5.918738611
Luasong,B27,Malaysia,0.81,943,3.25,2.208590327,0,24.43041611,1,16.64495883,NA,3231655.691,555579.7208,18.0784522,3.4828125,8.8125,37.71115719,5.280382918,3.243777646,0.887179277,5.752765464
Luasong,B28,Malaysia,0.81,685,1.1640625,2.139735098,0,24.43041611,1,16.64495883,NA,3233823.959,555620.5364,0,1.96875,14.5,40.08766846,4.56810227,3.231979801,0.861749012,5.799993012
Luasong,B32,Malaysia,0.81,782,3.0625,2.147972001,0,24.43041611,1,16.64495883,NA,3232632.198,556627.1908,0,1.96875,13.859375,39.0995025,4.549031306,3.234863866,0.853498733,5.790612479
Danum_Malua,dv01,Malaysia,0.81,458,2.953125,2.250383814,0,24.90208054,1,439.2565531,NA,3337396.066,603243.6079,8.18462628,1.958333333,4.857142857,50.06317582,4.283640707,3.113914824,0.824212711,5.902291583
Danum_Malua,dv02,Malaysia,0.81,467,1.25,2.326508218,0,24.90208054,1,439.2565531,NA,3336198.969,604303.2849,9.349867906,3.0765625,9.363636364,45.40589196,4.43060741,3.099419297,0.794435592,5.806760738
Danum_Malua,dv03,Malaysia,0.81,494,1.3359375,2.254137877,0,24.90208054,1,439.2565531,NA,3335073.499,605314.5122,0,1.96875,6.909090909,47.81793388,4.38063293,3.118773021,0.78243302,5.862034465
Danum_Malua,dv04,Malaysia,0.81,501,1.46875,2.233026996,0,24.90208054,1,439.2565531,NA,3336075.553,605310.7889,0,1.96875,3,44.81919406,4.117208769,3.114483635,0.753070101,5.72377185
Danum_Malua,dv05,Malaysia,0.81,502,-0.2734375,2.961547847,0,24.90208054,1,572.3901951,NA,3339444.111,603370.5228,0.708073972,2.102083333,6.225,49.71957908,4.027712298,3.101944083,0.81157097,5.903737361
Danum_Malua,dv07,Malaysia,0.81,501,-4.2421875,2.779754889,0,24.90208054,1,439.2565531,NA,3338412.841,604343.1219,10.84172529,1.333333333,3,34.06187963,3.762653434,2.92341799,0.753827435,5.162441057
Danum_Malua,dv08,Malaysia,0.81,486,4.0703125,2.823817692,0,24.90208054,1,439.2565531,NA,3338449.848,603295.4504,12.71054865,1.96875,5.454545455,43.22124942,4.562709523,3.1598633,0.838155469,5.799681188
Danum_Malua,dv09,Malaysia,0.81,425,-2.5546875,2.350374678,0,24.90208054,1,439.2565531,NA,3336506.076,603742.9335,8.633816262,2.052083333,4,47.9283499,4.497878449,3.142428085,0.808310145,5.866051189
Danum_Malua,dv10,Malaysia,0.81,391,-3.15625,2.309719555,0,24.90208054,1,439.2565531,NA,3333937.737,603162.8324,12.01594601,2.177083333,5.9,52.54602251,4.764118511,3.216193285,0.88158883,6.224793395
Danum_Malua,dv11,Malaysia,0.81,453,4.53125,2.290090613,0,24.90208054,1,439.2565531,NA,3335181.68,603739.9722,15.47409738,3.5390625,11.025,50.48430874,5.064612795,3.187305149,0.85009339,6.066158747
Danum_Malua,dv13,Malaysia,0.81,544,-4.1171875,2.894829067,0,24.90208054,1,1281.098735,NA,3340751.096,605130.1997,0,1.208333333,5.8,40.05685617,3.674705661,3.125445097,0.777421664,5.54652109
Danum_Malua,dv14,Malaysia,0.81,520,5.171875,2.672011391,0,24.90208054,1,439.2565531,NA,3338347.116,605495.6516,18.47338515,3.1015625,7.928571429,39.56788701,3.511930951,2.92077797,0.743901752,5.381643583
Danum_Malua,dv15,Malaysia,0.81,492,-1.9375,2.64866694,0,24.90208054,1,439.2565531,NA,3337302.081,604310.8586,3.968335708,2.44375,5.909090909,43.31587144,5.268680992,3.177874027,0.877307242,5.928762482
Danum_Malua,dv16,Malaysia,0.81,513,5.671875,2.1598146,0,24.90208054,1,439.2565531,NA,3336801.078,605287.4658,21.07353999,2.692708333,8.909090909,49.02657648,5.131128066,3.185231872,0.87486591,6.085940021
Danum_Malua,dv17,Malaysia,0.81,532,4.296875,2.627595702,0,24.90208054,1,572.3901951,NA,3339958.033,602529.4836,17.82944311,2.28125,15.2,43.17496212,4.899252219,3.220671578,0.842738356,5.873121608
Danum_Malua,dv19,Malaysia,0.81,463,9.4140625,2.33437459,0,24.90208054,1,439.2565531,NA,3336816.542,602301.7977,12.63755491,2.34375,10.09090909,65.42529454,5.505821022,3.246624102,0.873406484,6.454272756
Danum_Malua,dv20,Malaysia,0.81,542,0.484375,2.887612802,0,24.90208054,1,1281.098735,NA,3341754.74,604517.1823,23.7551927,3.441145833,20.25,54.43864189,3.87809334,3.174612348,0.816683115,6.09255829
Danum_Malua,dv21,Malaysia,0.81,488,-0.96875,3.026066956,0,25.26892853,1,1281.098735,NA,3342739.088,605392.791,17.53699099,2.171875,6.45,40.01542662,4.457669891,3.209505788,0.873686998,5.786293317
Danum_Malua,dv22,Malaysia,0.81,402,-5.828125,3.015907107,0,25.26892853,1,1281.098735,NA,3343749.375,606018.4623,12.36518409,2.7515625,27.9,43.68902834,4.624098642,3.2692548,0.871694593,5.917801253
Danum_Malua,dv23,Malaysia,0.81,428,-2.03125,2.359629366,0,25.82352257,1,341.8281448,NA,3318942.365,618940.7869,12.71054865,2.09375,4.75,32.71887248,3.658309506,3.051936146,0.740825223,5.270945329
Danum_Malua,dv24,Malaysia,0.81,388,-0.0859375,2.348824088,0,25.82352257,1,341.8281448,NA,3319107.876,617872.9053,NA,NA,NA,33.1947126,3.753524565,3.06355551,0.749970782,5.315988387
Danum_Malua,dv25,Malaysia,0.81,305,-2.75,2.345431618,0,25.82352257,1,341.8281448,NA,3320221.411,618009.4965,12.55488477,2.552083333,10.9375,36.05202028,4.084622047,3.107237606,0.774704512,5.467496547
Danum_Malua,dv26,Malaysia,0.81,350,-2.59375,2.336163656,0,25.82352257,1,341.8281448,NA,3320559.854,619078.5289,17.64153096,2.934895833,6.875,36.74046476,4.128522392,3.115230659,0.768305543,5.49957383
Danum_Malua,dv27,Malaysia,0.81,317,-1.3828125,2.342150535,0,25.82352257,1,341.8281448,NA,3320836.802,620157.2729,30.37929022,3.028645833,9.363636364,37.41985684,3.96448912,3.115475524,0.750352728,5.54103259
Danum_Malua,dv28,Malaysia,0.81,393,8.8828125,2.341879304,0,25.82352257,1,341.8281448,NA,3319724.408,619932.9276,13.6757136,2.46875,4,35.15572354,3.688467601,3.071190616,0.731181704,5.369139512
Danum_Malua,dv29,Malaysia,0.81,499,5.1953125,2.354700226,0,25.82352257,1,341.8281448,NA,3318618.086,619980.2627,0.134722227,2.102083333,6.777777778,32.69733718,3.543821521,3.029715272,0.723811535,5.215433852
Danum_Malua,dv30,Malaysia,0.81,239,-0.3828125,2.353706686,0,25.82352257,1,341.8281448,NA,3321302.792,618008.4852,9.141190732,2.552083333,7.583333333,38.30745088,4.406608801,3.146231227,0.797395777,5.595521083
Danum_Malua,dv31,Malaysia,0.81,273,2.171875,2.329356534,0,25.82352257,1,341.8281448,NA,3321630.244,619197.6545,16.87029565,2.25,12.85714286,39.13117343,4.701640561,3.165801091,0.802467995,5.653294462
Danum_Malua,dv33,Malaysia,0.81,204,2.1015625,2.361186203,0,25.75684166,1,1281.098735,NA,3323423.553,619789.4456,28.18519707,2.973958333,11.5,34.09180895,3.814436165,3.160847005,0.71437709,5.345344422
Danum_Malua,dv34,Malaysia,0.81,499,5.1953125,2.354700226,0,25.82352257,1,341.8281448,NA,3317718.74,619532.2479,0,1.333333333,4.454545455,29.51941365,3.316491406,2.943009548,0.697769769,5.015843953
Danum_Malua,dv35,Malaysia,0.81,499,-2.6328125,2.348114338,0,25.82352257,1,341.8281448,NA,3316491.693,619701.2559,11.81358149,2.113194445,5.454545455,26.74115451,3.027005354,2.792983463,0.643887519,4.748200392
Danum_Malua,dv36,Malaysia,0.81,194,-0.3515625,2.352041271,0,25.75684166,1,341.8281448,NA,3323527.064,618599.4295,0.642719621,2.6484375,10.09090909,40.5037569,4.168227604,3.198727188,0.760690707,5.598649783
Danum_Malua,dv40,Malaysia,0.81,500,0.46875,2.344567264,0,25.82352257,1,341.8281448,NA,3316001.875,618756.5435,10.84172529,1.333333333,5.909090909,20.64863334,2.500971428,2.462843781,0.535721883,4.200423253
