station,lat,long,country,elev,slope,TPI,access,access_log10,Hansen_recentloss,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,bio28,bio29,bio30,bio31,bio32,bio33,bio34,bio35,PA,PA_size_km2,dist_to_PA,PA_year,utm_east,utm_north,asymptPD,SR.mean,maxFRic,rh_95_a0.pred,pavd_0_5.pred,pai_a0.pred,fhd_pai_1m_a0.pred,cover_a0.pred,agbd_a0.pred
L3897880,1.3796808,103.9042282,Singapore,1,0.835315347,-0.3125,9847.041992,3.99330579,0,27.06403351,7.57307291,0.836988628,0.001446258,31.58670044,22.5387001,9.048000336,26.46960068,27.36210823,27.588274,26.43287659,2514.000244,78.53949738,36.74620056,0.26028043,889.4193115,497.9822083,514.4168091,859.2789917,145.6745911,171.3000031,110.9300003,0.120848618,125.3409195,151.8826141,158.3973846,131.8223114,1.284597635,1.611999035,1.170117021,0.104632705,1.499161959,1.184482574,1.190365434,1.473291874,0,30.63636865,8.35242384,1990,1720449.573,155318.7712,3.013495375,109.5,255.8784624,7.401121897,0.080677567,1.098100049,2.121894316,0.372635094,3.43912507
L14534762,1.3212789,103.787198,Singapore,1,0.887800992,0.78125,10252.7334,4.010839665,0,26.8224659,8.073261261,0.870592058,0.001241491,31.39999962,22.12669945,9.273300171,26.36383057,27.13498878,27.2616272,26.27549171,2376,66.26460266,36.6794014,0.187256575,768.7139893,496.1073914,530.0977783,724.6470947,146.3334198,171,112,0.116959035,124.2023087,152.8842316,157.0638428,136.9615326,1.251610518,1.478232026,1.160429955,0.073563419,1.39748764,1.175224543,1.198281407,1.359164,0,1.637407757,2.852565022,1990,1707222.173,148685.6098,3.243096218,53.86021505,170.6572321,13.96251312,0.060891577,1.342465015,2.709776416,0.358660196,3.959221294
L15340712,1.3206232,103.7861245,Singapore,1,0.887800992,0.78125,10252.7334,4.010839665,0,26.8224659,8.073261261,0.870592058,0.001241491,31.39999962,22.12669945,9.273300171,26.36383057,27.13498878,27.2616272,26.27549171,2376,66.26460266,36.6794014,0.187256575,768.7139893,496.1073914,530.0977783,724.6470947,146.3334198,171,112,0.116959035,124.2023087,152.8842316,157.0638428,136.9615326,1.251610518,1.478232026,1.160429955,0.073563419,1.39748764,1.175224543,1.198281407,1.359164,0,1.637407757,2.891108898,1990,1707100.915,148611.2895,3.179191398,49.09090909,209.7082669,15.20727376,0.064358852,1.541046509,2.757167116,0.406956649,4.13120797
L10064897,1.3127357,103.8119338,Singapore,1,2.030126095,1.6796875,9140.618164,3.960975567,0,26.8224659,8.073261261,0.870592058,0.001241491,31.39999962,22.12669945,9.273300171,26.36383057,27.13498878,27.2616272,26.27549171,2376,66.26460266,36.6794014,0.187256575,768.7139893,496.1073914,530.0977783,724.6470947,146.3334198,171,112,0.116959035,124.2023087,152.8842316,157.0638428,136.9615326,1.251610518,1.478232026,1.160429955,0.073563419,1.39748764,1.175224543,1.198281407,1.359164,0,30.63636865,2.780226568,1990,1710028.048,147736.4853,3.192320627,66.878125,182.6486944,17.48091643,0.061276451,1.509354276,2.770718806,0.463477458,4.395432651
L2818062,13.8926471,100.5343125,Thailand,2,0.179361746,-0.1328125,50527.95313,4.703531705,0,28.12001228,8.968676567,0.596075892,0.004449709,35.11289978,20.06669998,15.0461998,28.2860775,26.49261856,29.68679619,26.17557335,1476,72.00990295,1.37669003,0.777254105,747.5994263,38.73178864,348.4752808,64.65765381,153.832077,192.5,113.1949997,0.16687879,123.2965393,173.3524628,168.9433136,165.8779297,0.823320329,1.50383997,0.214706004,0.531805098,1.347690225,0.2631163,0.738242507,0.464644223,0,45.14873785,70.90012109,1981,1316109.24,1548791.922,2.703717443,67.70454545,147.0476013,4.617237255,0.051323568,0.478297587,1.79057221,0.179738693,2.895624297
L921174,14.6524,100.979,Thailand,78,6.55854845,2.3984375,26692.54688,4.426390014,0,27.79370117,10.26433849,0.580719769,0.005473868,36.04190063,18.36669922,17.67519951,28.16529655,25.7305851,29.74510384,25.39320374,1444,65.04810333,1.146649957,0.755966485,713.0980835,36.42412186,352.0950928,51.05899048,160.8066406,200.4279938,118.8280029,0.165876329,125.8944626,179.1469269,181.2917633,173.4144592,0.786684513,1.439828992,0.181803003,0.554160297,1.308696508,0.234665841,0.682763517,0.370223373,0,45.14873785,21.84405559,1981,1361619.222,1635128.241,2.116643976,133.18125,199.1979701,11.16551778,0.090444199,1.400157401,2.514311786,0.396274466,3.833521057
L10183154,14.4387532,101.3720405,Thailand,749,2.671054602,-1.8046875,20362.36133,4.30882814,0,23.42063713,10.70974255,0.585756779,0.005939802,31.49029922,13.20670033,18.28359985,23.63447762,20.94972992,25.29498863,20.78248405,1116.000244,52.99850082,1.418339968,0.651726067,488.9859924,45.08623123,339.9148865,53.96012115,161.2357178,198.0140076,119.189003,0.160689697,132.8534546,178.7566986,170.3713074,175.0917664,0.774607837,1.335981011,0.218860999,0.44401148,1.176751733,0.29608947,0.84909749,0.424935997,1,2196.209961,NA,1962,1405204.044,1612827.506,4.384442316,279.532,296.5972151,26.77101677,0.132249087,3.435242954,3.111047742,0.750194572,5.091891314
L1875452,14.473341,101.3916528,Thailand,783,5.769435406,4.6484375,16544.71289,4.218659235,0,23.42063713,10.70974255,0.585756779,0.005939802,31.49029922,13.20670033,18.28359985,23.63447762,20.94972992,25.29498863,20.78248405,1116.000244,52.99850082,1.418339968,0.651726067,488.9859924,45.08623123,339.9148865,53.96012115,161.2357178,198.0140076,119.189003,0.160689697,132.8534546,178.7566986,170.3713074,175.0917664,0.774607837,1.335981011,0.218860999,0.44401148,1.176751733,0.29608947,0.84909749,0.424935997,1,2196.209961,NA,1962,1407195.758,1616767.71,2.661556255,164.3625731,272.9855744,22.5327086,0.13765711,3.355610869,2.986241006,0.697168853,4.861751358
L1011902,14.5536779,101.3440704,Thailand,434,7.750879765,-2.4453125,13508.63184,4.130611366,0,25.36364746,10.97712517,0.582013547,0.006358263,33.48059845,14.61999989,18.86059952,25.91860008,22.62949944,27.31684685,22.48458481,1179,59.61769867,1.454089999,0.678931653,541.7548828,42.49750137,345.8015137,52.475811,162.647583,201.1349945,120.5279999,0.162349537,131.7233124,180.0509186,172.2788391,176.1766968,0.758061707,1.389701009,0.207681999,0.477126688,1.198989511,0.270273685,0.801911414,0.391197532,0,2196.209961,2.175029063,1962,1401689.774,1625546.146,4.613178281,119.8,245.5154394,10.86488828,0.141104803,3.15858627,2.402568706,0.619528859,4.069136697
L1439501,14.4635766,101.3712861,Thailand,808,2.381267071,2.71875,42703.41406,4.630462597,0,23.42063713,10.70974255,0.585756779,0.005939802,31.49029922,13.20670033,18.28359985,23.63447762,20.94972992,25.29498863,20.78248405,1116.000244,52.99850082,1.418339968,0.651726067,488.9859924,45.08623123,339.9148865,53.96012115,161.2357178,198.0140076,119.189003,0.160689697,132.8534546,178.7566986,170.3713074,175.0917664,0.774607837,1.335981011,0.218860999,0.44401148,1.176751733,0.29608947,0.84909749,0.424935997,1,2196.209961,NA,1962,1405020.173,1615595.948,NA,NA,NA,22.94393982,0.114116356,2.976657268,2.991488475,0.659769514,4.873488035
L1069895,19.3983509,98.9301664,Thailand,446,11.91915989,-7.4609375,11861.07715,4.074124131,0,23.16447067,11.92815208,0.520001233,0.008292185,33.27420044,10.33549976,22.93869972,24.62092018,20.14757729,25.69753456,19.45078468,1226,56.48160172,1.374179959,0.780834973,621.0145874,33.47154999,369.0135498,46.56439972,164.8861694,233.8099976,111.2720032,0.228929043,122.2676926,193.5040741,178.4218445,172.9653778,0.762945712,1.358759999,0.183854997,0.553470433,1.266159177,0.226968229,0.780209184,0.365982294,1,1672.265104,NA,1978,1123522.804,2155649.257,2.592320455,196.239899,298.4355854,16.52120097,0.099342901,2.753416289,2.738203261,0.547406657,4.465547946
L1059241,18.4873022,98.6805073,Thailand,299,1.13604033,-0.7421875,10706.44238,4.029645184,0,26.3026886,12.11098862,0.520938575,0.007645926,37.0644989,13.81610012,23.24839973,27.14679909,23.63256454,28.84065056,22.88576889,1053,50.70299911,1.605039954,0.784756005,532.9168091,27.97726059,279.4886169,37.30178833,164.0033264,235.9299927,107.8079987,0.241834238,123.2093811,195.223999,185.2603912,174.3130035,0.681883574,1.287842989,0.165461004,0.584128857,1.181248546,0.196948916,0.576313853,0.311389625,0,126.7596352,0.417522494,2009,1100471.413,2053560.905,2.643357992,185.6195652,217.2185213,11.25232739,0.09269986,1.382552623,2.548146016,0.397461004,3.789306958
L1059220,19.4035643,98.9211924,Thailand,499,10.77641392,-7.40625,9356.176758,3.971098418,0,23.16447067,11.92815208,0.520001233,0.008292185,33.27420044,10.33549976,22.93869972,24.62092018,20.14757729,25.69753456,19.45078468,1226,56.48160172,1.374179959,0.780834973,621.0145874,33.47154999,369.0135498,46.56439972,164.8861694,233.8099976,111.2720032,0.228929043,122.2676926,193.5040741,178.4218445,172.9653778,0.762945712,1.358759999,0.183854997,0.553470433,1.266159177,0.226968229,0.780209184,0.365982294,1,1672.265104,NA,1978,1122556.638,2156195.936,2.90881519,308.7383858,268.6486873,26.41428288,0.139291976,3.394561382,3.015517255,0.705177881,5.079493198
L1615360,18.788,98.9864,Thailand,311,0.310760468,0.015625,15853.40332,4.200122508,0,25.06287384,11.99435234,0.522445321,0.007962247,35.37419891,12.41609955,22.95809937,26.24799538,22.19758034,27.56251907,21.48155785,1118.999878,51.63420105,1.604099989,0.786751747,574.0958862,30.00105095,322.0767212,40.38948822,164.9894562,235.6799927,109.8420029,0.235205993,122.8384628,195.0589294,178.274231,174.2194672,0.712277234,1.305215001,0.174282998,0.573013127,1.219465613,0.209288538,0.684480071,0.329031378,0,283.3052204,3.945130313,1981,1131778.985,2088027.652,2.302730374,234.0815217,176.6707515,9.038104215,0.065785607,1.152613678,2.336512729,0.388225342,3.599426359
L921161,18.8797,99.2164,Thailand,426,3.371548176,-3.9921875,9051.589844,3.956724866,0,24.03035927,12.04521751,0.525104642,0.008196997,34.08390045,11.14519978,22.93869972,25.3469162,20.75065422,26.53806496,20.34257698,1173,53.46450043,1.603569984,0.779532731,601.3314819,34.63333893,347.0635071,42.94897079,166.4343262,232.5399933,116.2639999,0.214792445,128.2433014,187.7792358,180.062149,173.3742371,0.738699317,1.318619013,0.184715003,0.555483937,1.244663119,0.227278695,0.741927087,0.340730846,0,1486.042319,12.64975037,1989,1155768.461,2099059.888,4.341002716,246.5347222,195.9138078,21.8853922,0.105510934,2.469107896,3.043778471,0.63929114,4.779621804
L921175,20.2561,100.0493,Thailand,385,0.825685561,-0.8046875,14233.39453,4.153308488,0,24.82687378,12.29519844,0.535323262,0.009274937,34.9355011,11.9677,22.96780014,26.93424225,21.00676918,27.5763073,20.66676903,1663.999756,91.99729919,2.516530037,0.891950369,955.130188,44.57408142,617.8093872,54.34280014,164.2751923,216.7660065,123.8050003,0.175100133,133.0039978,177.0973816,164.8220825,164.3869171,0.849588692,1.703992009,0.219028994,0.581000686,1.501750827,0.262223393,1.062091112,0.383851618,0,353.4918506,51.27296219,2009,1237618.342,2255587.327,4.395533158,224.0423634,229.1338207,7.84579211,0.074685738,1.270635794,2.227897981,0.376047142,3.437696927
L4839940,12.859469,99.560245,Thailand,245,6.446486473,2.6015625,9160.395508,3.961914225,0,26.27961731,8.540211678,0.621558309,0.004277962,32.72000122,18.97999954,13.73999977,26.20884323,24.8405571,27.77668762,24.43325043,1066.999878,48.68349838,1.554640055,0.688019753,504.4067993,41.05316162,250.7997437,91.51912689,157.4149475,212.0399933,107.9169998,0.206233248,129.0603027,184.512619,170.2780762,171.8226166,0.762137532,1.297966957,0.250748008,0.471342772,1.183909535,0.290026009,0.631440461,0.554280877,0,3049.09648,0.603263282,1981,1213214.519,1430711.682,3.390392071,187.238199,306.3663954,18.89811553,0.18146106,4.952002425,2.847865525,0.750693307,4.709905925
L1867033,12.842222,99.591111,Thailand,146,2.120153904,-3.4296875,19047.07813,4.279828363,0,26.27961731,8.540211678,0.621558309,0.004277962,32.72000122,18.97999954,13.73999977,26.20884323,24.8405571,27.77668762,24.43325043,1066.999878,48.68349838,1.554640055,0.688019753,504.4067993,41.05316162,250.7997437,91.51912689,157.4149475,212.0399933,107.9169998,0.206233248,129.0603027,184.512619,170.2780762,171.8226166,0.762137532,1.297966957,0.250748008,0.471342772,1.183909535,0.290026009,0.631440461,0.554280877,0,3049.09648,2.061631734,1981,1216632.954,1428879.366,3.432072223,312.9063536,221.237584,8.379511131,0.080469118,1.790869018,2.240992473,0.353545737,3.233606336
L1866891,12.806389,99.496111,Thailand,364,3.578838348,-3.1796875,30025.60547,4.477491774,0,24.25668144,8.678422928,0.63088733,0.003766794,30.82259941,17.06669998,13.75590038,24.24471474,23.13276482,25.64693451,22.68376923,1329.999878,50.78409958,1.88203001,0.648057938,584.7005005,56.55308151,314.7726135,116.3507233,157.4877167,213.9100037,106.1299973,0.213250771,122.6161575,185.6673889,177.1348419,169.5058441,0.856109738,1.32831502,0.279069006,0.446511984,1.261108041,0.340651304,0.753947139,0.619373858,1,3049.09648,NA,1981,1206364.03,1424629.164,4.761713052,379.6321942,320.6593082,16.95123326,0.137960604,3.200410694,2.833575742,0.601982263,4.401628006
L920770,12.798758,99.453456,Thailand,383,9.156168938,1.171875,17606.01953,4.245661179,0,24.25668144,8.678422928,0.63088733,0.003766794,30.82259941,17.06669998,13.75590038,24.24471474,23.13276482,25.64693451,22.68376923,1329.999878,50.78409958,1.88203001,0.648057938,584.7005005,56.55308151,314.7726135,116.3507233,157.4877167,213.9100037,106.1299973,0.213250771,122.6161575,185.6673889,177.1348419,169.5058441,0.856109738,1.32831502,0.279069006,0.446511984,1.261108041,0.340651304,0.753947139,0.619373858,1,3049.09648,NA,1981,1201729.228,1423663.275,3.27387781,330.6970192,267.8116822,23.10196851,0.172867834,4.026845225,3.006277481,0.827429353,4.944451631
L1438696,13.0337214,100.0760038,Thailand,1,0.281787008,-0.359375,11033.58398,4.042716605,0,27.53982735,8.127667427,0.624883115,0.004582884,33.56000137,20.55330086,13.00669956,27.54206467,25.89785767,29.07845688,25.54401207,1109.000122,55.39640045,2.014050007,0.720203817,552.675415,45.18936157,257.1339111,104.4803772,155.9244232,205.1699982,110.1039963,0.191115379,129.2846985,180.7106171,162.2636871,169.634613,0.757912517,1.362406969,0.278748989,0.460545927,1.216946006,0.312439859,0.648264408,0.591570675,0,3049.09648,48.33009144,1981,1268997.041,1451614.203,3.960084326,203.0027972,322.3992465,2.385059552,0.016474517,0.072923665,1.379098297,0.034984268,0.628475824
L1882696,13.0971393,100.0594148,Thailand,2,0.438711733,0.0390625,21671.39844,4.335886937,0,27.53982735,8.127667427,0.624883115,0.004582884,33.56000137,20.55330086,13.00669956,27.54206467,25.89785767,29.07845688,25.54401207,1109.000122,55.39640045,2.014050007,0.720203817,552.675415,45.18936157,257.1339111,104.4803772,155.9244232,205.1699982,110.1039963,0.191115379,129.2846985,180.7106171,162.2636871,169.634613,0.757912517,1.362406969,0.278748989,0.460545927,1.216946006,0.312439859,0.648264408,0.591570675,0,3049.09648,49.79695818,1981,1266988.203,1458625.103,3.985405646,136.3333333,293.5255561,2.347823149,0.014104983,0.072993859,1.371219026,0.033174232,0.511827994
L1882765,13.0563252,100.0727355,Thailand,2,0.087629102,-0.0390625,18630.14258,4.270216179,0,27.53982735,8.127667427,0.624883115,0.004582884,33.56000137,20.55330086,13.00669956,27.54206467,25.89785767,29.07845688,25.54401207,1109.000122,55.39640045,2.014050007,0.720203817,552.675415,45.18936157,257.1339111,104.4803772,155.9244232,205.1699982,110.1039963,0.191115379,129.2846985,180.7106171,162.2636871,169.634613,0.757912517,1.362406969,0.278748989,0.460545927,1.216946006,0.312439859,0.648264408,0.591570675,0,3049.09648,49.00747779,1981,1268569.718,1454121.203,3.675893125,179.8650519,364.1035408,2.553733606,0.028721861,0.133835844,1.319210218,0.053998602,0.967884715
L5500995,8.4069665,98.2461056,Thailand,1,0.891478658,0.359375,3031.165771,3.481609688,0,26.82832146,8.007957458,0.697520852,0.001923334,32.90000153,21.41939926,11.48060036,26.73451233,26.52925301,27.63827705,26.15455437,3023.000244,110.6060028,9.082679749,0.611698389,1260.421753,158.3925781,680.078186,381.0913086,151.7990265,197.5899963,125.0390015,0.158851117,128.986084,175.7876129,171.1309967,149.0269928,1.287234545,1.944988012,0.447207004,0.389439762,1.796889663,0.570159435,1.16459918,1.035713196,0,24.21039193,37.77671586,1980,1078307.963,933168.0208,3.036882137,109.9017857,171.0939598,11.66691724,0.082212669,1.585171584,2.43727325,0.418812657,3.992320707
L1068940,13.7313789,100.5417091,Thailand,2,0.232332066,-0.0390625,51928.23047,4.715403524,0,28.0446701,8.688344002,0.612718225,0.00420672,34.50669861,20.32670021,14.18000031,28.19277763,26.50845337,29.54001999,26.20727348,1464,73.18450165,1.835719943,0.77185595,738.6845093,45.75246811,356.4354858,73.2338028,152.5155182,190.5899963,112.5230026,0.165822372,122.3205414,171.943924,167.2166138,164.5873108,0.837846577,1.521095991,0.238188997,0.513831139,1.350167751,0.285479218,0.772229612,0.487228602,0,147.9954971,70.82104699,1974,1317482.73,1530843.711,2.267075638,148.1796045,134.2502461,11.65665052,0.06624328,1.285962093,2.432333421,0.426749093,3.789003691
L1122796,13.9131,100.6077,Thailand,2,0.375596315,-0.0078125,21383.08594,4.330070381,0,28.12001228,8.968676567,0.596075892,0.004449709,35.11289978,20.06669998,15.0461998,28.2860775,26.49261856,29.68679619,26.17557335,1476,72.00990295,1.37669003,0.777254105,747.5994263,38.73178864,348.4752808,64.65765381,153.832077,192.5,113.1949997,0.16687879,123.2965393,173.3524628,168.9433136,165.8779297,0.823320329,1.50383997,0.214706004,0.531805098,1.347690225,0.2631163,0.738242507,0.464644223,0,45.14873785,64.36971071,1981,1324026.917,1551326.792,2.565978381,65.27891156,123.355572,2.054420558,0.005713347,0.019834447,1.148413403,0.008774553,2.357365441
L3446850,13.6049466,100.5968285,Thailand,2,0.379464,-0.1171875,46165.15234,4.664314273,0,28.08732605,8.305456161,0.602132618,0.004273114,34.40670013,20.61330032,13.79339981,28.18332291,26.46671867,29.58272743,26.2215271,1421.00061,70.55909729,2.295209885,0.749917388,703.2680054,51.88796997,375.98349,67.44953918,153.1813507,192.7799988,112.5479965,0.168393195,124.451767,172.8804626,163.4543915,167.0123901,0.840454876,1.49605298,0.260318011,0.490612864,1.326096058,0.304304004,0.828596056,0.466147602,0,147.9954971,57.29780233,1974,1323932.887,1516940.202,2.51548008,68.04,135.3220363,4.096613882,0.032824481,0.315754365,1.592629343,0.11399415,2.723869114
L15263134,13.8007841,100.4919921,Thailand,2,0.115856767,0.109375,58337.58984,4.765948483,0,28.02780151,8.921150208,0.603739023,0.004412602,34.90319824,20.12669945,14.77649975,28.07229614,26.67349243,29.6091423,26.11433411,1376,67.46109772,1.437950015,0.776379049,690.7080078,37.14334106,302.6303406,72.44753265,152.8914948,193.9600067,111.9209976,0.171824485,123.7229233,174.4863892,174.1143799,163.9713898,0.806732714,1.458009958,0.222257003,0.527110636,1.30845201,0.257676542,0.658894598,0.487383902,0,147.9954971,80.08847752,1974,1311823.941,1538408.674,2.667191611,96.78059701,189.7706663,6.084310188,0.055537087,0.496984765,1.96057066,0.207340309,3.04930415
L5288036,14.5363649,101.3993988,Thailand,408,6.595928192,-2.40625,21629.61914,4.335048872,0,25.36364746,10.97712517,0.582013547,0.006358263,33.48059845,14.61999989,18.86059952,25.91860008,22.62949944,27.31684685,22.48458481,1179,59.61769867,1.454089999,0.678931653,541.7548828,42.49750137,345.8015137,52.475811,162.647583,201.1349945,120.5279999,0.162349537,131.7233124,180.0509186,172.2788391,176.1766968,0.758061707,1.389701009,0.207681999,0.477126688,1.198989511,0.270273685,0.801911414,0.391197532,0,2196.209961,2.356977815,1962,1407778.192,1623835.628,2.61936429,95.93452381,229.7062633,14.85669451,0.106491094,2.170742644,2.7067487,0.518796406,4.139395322
L2566329,15.4029448,101.4859056,Thailand,285,0.954775393,-0.984375,28515.68164,4.455083757,0,26.62026024,10.99496746,0.570814252,0.006223478,35.34189987,16.07999992,19.26189995,26.99682236,23.99873161,28.76953506,23.87254906,1116.000122,57.13710022,1.222779989,0.716598094,530.4464111,34.01794052,303.9202881,42.54030991,167.4516296,212.2299957,125.7089996,0.165672839,134.7141571,182.7716217,189.7425385,178.3399963,0.713755548,1.367300034,0.190536007,0.526359677,1.182947993,0.237360463,0.630794764,0.350731373,0,99.91239054,6.827840584,2007,1413457.774,1720957.015,NA,NA,NA,4.226715706,0.034723785,0.282707866,1.77590413,0.126419754,2.779401978
L2747555,18.8119352,99.0269423,Thailand,308,0.219465002,-0.046875,14350.06738,4.15685394,0,25.65968323,12.00267506,0.524874628,0.008150892,35.77420044,12.90649986,22.86770058,26.95206451,22.34042358,28.18193436,21.96734619,1166.999878,54.57929993,1.374269962,0.814035356,616.3549194,28.9572506,338.4693604,37.61516953,165.9830017,233.6900024,114.1330032,0.221419618,126.419075,188.3463135,179.4842377,173.7584686,0.715337753,1.33108902,0.167686,0.585453093,1.244644046,0.205610231,0.696314812,0.315109462,0,283.3052204,7.987941303,1981,1135979.707,2090833.124,1.739855708,183.2262443,100.0025433,8.526583806,0.066049144,1.087869655,2.265144161,0.357233415,3.53894858
L921125,19.8826,99.0469,Thailand,1601,10.68691254,-2.5703125,13151.83398,4.118986318,0,22.03304863,12.04338074,0.524582088,0.008717808,32.0644989,9.106450081,22.95804977,23.80583,18.81997681,24.64990807,18.15331078,1349.000122,64.48560333,1.602720022,0.795744479,694.9038696,35.45196915,445.5617065,50.06727982,164.8034973,229.8200073,114.7080002,0.215190321,123.959465,190.5965424,170.6425323,170.6547699,0.798509955,1.446907043,0.194248006,0.55159831,1.326186657,0.238326535,0.899929285,0.386433989,0,541.675924,1.152223308,2000,1133915.816,2209896.19,4.071628439,347.0212346,447.0955959,27.70796867,0.144082637,4.360325643,3.094010428,0.840466941,5.214687235
L1292570,18.5469381,98.5123497,Thailand,1463,15.79483604,-3.53125,3207.100342,3.506112548,0,22.91796684,12.19435596,0.520696878,0.007509313,33.79349899,10.37419987,23.41930008,23.35867691,20.48392677,25.42202759,19.65636063,987.9997559,40.47570038,2.088079929,0.708764136,457.6180115,35.43072891,277.0527039,49.12667084,163.7865906,237.4700012,105.5589981,0.249728248,127.9436188,196.0315399,185.4745331,174.7846222,0.707044005,1.20340097,0.195466995,0.529122055,1.148215771,0.225110769,0.632156134,0.3680107,1,466.7088529,NA,1972,1082448.062,2059630.013,1.619124478,204.0189394,230.8216451,26.25179392,0.126933247,3.688895928,3.110684893,0.777663761,5.110270632
L921131,18.5692125,98.4994698,Thailand,2160,13.61468697,-2.1953125,419.8107605,2.623053566,0,23.24652672,12.05301189,0.51708138,0.007386132,34.18389893,10.87419987,23.30970001,23.62395477,20.87431145,25.76316071,20.05636215,973.9998169,41.36389923,1.85856998,0.720441043,447.9627991,31.99926949,261.8956299,45.54240036,163.1104431,238.6300049,102.8330002,0.25907743,126.0216904,196.6243134,193.9710693,175.1493073,0.705197752,1.212653995,0.187592,0.536405444,1.141498923,0.216158539,0.583441257,0.36247769,1,466.7088529,NA,1972,1081007.974,2062061.813,3.477547568,348.5360036,233.7825884,17.95251011,0.133789654,3.542996851,2.802159338,0.716507378,4.6326159
L971615,18.533155,98.5221371,Thailand,1316,11.15494347,-14.40625,18811.00586,4.274412019,0,22.91796684,12.19435596,0.520696878,0.007509313,33.79349899,10.37419987,23.41930008,23.35867691,20.48392677,25.42202759,19.65636063,987.9997559,40.47570038,2.088079929,0.708764136,457.6180115,35.43072891,277.0527039,49.12667084,163.7865906,237.4700012,105.5589981,0.249728248,127.9436188,196.0315399,185.4745331,174.7846222,0.707044005,1.20340097,0.195466995,0.529122055,1.148215771,0.225110769,0.632156134,0.3680107,1,466.7088529,NA,1972,1083531.853,2058131.17,2.166471524,215.7272727,199.4528524,14.73350296,0.101233414,2.45945385,2.666223008,0.518122462,4.336993853
L1757576,18.5890495,98.4853506,Thailand,2517,6.51859808,8.6875,7880.223145,3.896538516,0,23.24652672,12.05301189,0.51708138,0.007386132,34.18389893,10.87419987,23.30970001,23.62395477,20.87431145,25.76316071,20.05636215,973.9998169,41.36389923,1.85856998,0.720441043,447.9627991,31.99926949,261.8956299,45.54240036,163.1104431,238.6300049,102.8330002,0.25907743,126.0216904,196.6243134,193.9710693,175.1493073,0.705197752,1.212653995,0.187592,0.536405444,1.141498923,0.216158539,0.583441257,0.36247769,1,466.7088529,NA,1972,1079445.235,2064218.934,1.722166312,256.515213,303.4415619,14.80628438,0.073326971,2.998213122,2.808491718,0.631635919,4.59508638
L971576,18.5338976,98.4940624,Thailand,1722,6.874624729,0.46875,9160.957031,3.961940846,0,23.24652672,12.05301189,0.51708138,0.007386132,34.18389893,10.87419987,23.30970001,23.62395477,20.87431145,25.76316071,20.05636215,973.9998169,41.36389923,1.85856998,0.720441043,447.9627991,31.99926949,261.8956299,45.54240036,163.1104431,238.6300049,102.8330002,0.25907743,126.0216904,196.6243134,193.9710693,175.1493073,0.705197752,1.212653995,0.187592,0.536405444,1.141498923,0.216158539,0.583441257,0.36247769,1,466.7088529,NA,1972,1080555.304,2058122.476,1.818011328,198.3899793,299.1318171,25.59139141,0.109416398,4.258175361,3.028153253,0.810886416,5.209491586
L921127,20.303328,100.0928963,Thailand,360,1.102923036,-1.4140625,3611.449219,3.557681513,0,24.82687378,12.29519844,0.535323262,0.009274937,34.9355011,11.9677,22.96780014,26.93424225,21.00676918,27.5763073,20.66676903,1663.999756,91.99729919,2.516530037,0.891950369,955.130188,44.57408142,617.8093872,54.34280014,164.2751923,216.7660065,123.8050003,0.175100133,133.0039978,177.0973816,164.8220825,164.3869171,0.849588692,1.703992009,0.219028994,0.581000686,1.501750827,0.262223393,1.062091112,0.383851618,0,353.4918506,58.00577029,2009,1241971.203,2261041.174,3.377106613,211.3684211,218.558074,5.239723115,0.04057201,0.848044301,1.931209911,0.254249925,3.097976273
L921118,12.8045609,99.4002324,Thailand,607,13.39806557,-4.734375,13084.71973,4.116764425,0,24.25668144,8.678422928,0.63088733,0.003766794,30.82259941,17.06669998,13.75590038,24.24471474,23.13276482,25.64693451,22.68376923,1329.999878,50.78409958,1.88203001,0.648057938,584.7005005,56.55308151,314.7726135,116.3507233,157.4877167,213.9100037,106.1299973,0.213250771,122.6161575,185.6673889,177.1348419,169.5058441,0.856109738,1.32831502,0.279069006,0.446511984,1.261108041,0.340651304,0.753947139,0.619373858,1,3049.09648,NA,1981,1195903.795,1424163.662,5.241401136,350.4609291,280.9561458,28.46506862,0.14957625,4.434576643,3.094587269,0.852229597,5.298917829
L1867475,8.3625527,98.5772001,Thailand,1,0.545887113,-0.1484375,341.0921631,2.532871741,0,27.15797806,8.400502205,0.701175392,0.002168224,33.49029922,21.50970078,11.98060036,27.10205078,26.86278534,28.02750397,26.33751488,2796.000244,96.87249756,8.527979851,0.569668412,1126.494141,167.9204254,616.1594238,403.313385,151.6959839,196.9799957,125.3119965,0.157158002,129.0817719,179.1976166,170.5835419,148.620697,1.238147974,1.794036031,0.451492995,0.360982895,1.680574536,0.580021858,1.097282887,1.070426941,0,170.9783886,24.27108982,1992,1114984.726,928742.4502,3.353885466,144.0444444,203.2905336,15.63728252,0.144799019,3.412332774,2.715219672,0.751113696,4.4678378
