station,lat,long,country,elev,slope,TPI,access,access_log10,Hansen_recentloss,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,bio28,bio29,bio30,bio31,bio32,bio33,bio34,bio35,PA,PA_size_km2,dist_to_PA,PA_year,utm_east,utm_north,asymptPD,SR.mean,maxFRic,rh_95_a0.pred,pavd_0_5.pred,pai_a0.pred,fhd_pai_1m_a0.pred,cover_a0.pred,agbd_a0.pred
L2215001,11.5311611,104.9086189,Cambodia,13,0.249124601,0.3671875,17343.10156,4.239126767,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,78.65526884,1993,1807300.246,1302163.289,2.01161414,45.08333333,152.1317435,3.110587488,0.020274713,0.177181598,1.385651419,0.064847233,2.558240407
L1834392,13.9303642,105.4954998,Cambodia,119,1.258455753,-0.6171875,7511.280273,3.875713967,0,26.78991508,9.195482254,0.562404513,0.004993513,34.59030151,18.23999977,16.35029984,26.72087288,25.4390316,28.81259918,24.80448914,1803.999878,87.20439911,0.613335013,0.857385099,968.9262085,25.41336823,278.5930481,79.03775024,162.3837128,197.6999969,128.7680054,0.128048927,137.5215454,175.827774,187.0457764,164.4129944,0.907177031,1.714115024,0.175441995,0.604099393,1.568113208,0.218508229,0.56683439,0.525445402,1,1908.727374,NA,2016,1859418.042,1576132.133,5.727922344,256.4724576,226.3953385,11.93073555,0.042395344,1.050095376,2.592054314,0.337398144,3.794149755
L1834625,13.9694812,104.8873769,Cambodia,73,0.450852573,0.09375,10570.29688,4.024087185,0,27.17036247,9.405765533,0.562502027,0.00521149,35.06129837,18.34000015,16.72130013,27.24900436,25.64332008,29.20988464,25.02764702,1695.999878,83.84259796,0.546734989,0.864239872,919.8927002,23.91476631,290.5958252,80.01055908,162.9828796,198.5500031,127.8570023,0.13294819,136.1491547,178.1218414,184.8348389,166.9538422,0.871417999,1.667332053,0.160016,0.610116184,1.517457962,0.211317003,0.596739352,0.514360189,1,4114.284962,NA,1993,1792158.894,1577054.565,6.065968768,353.7473647,294.4595493,10.38945362,0.045393922,0.90647934,2.544385526,0.303873427,3.580190555
L3348868,13.6379795,104.4607544,Cambodia,100,2.107915878,0.1171875,10435.39648,4.018508954,0,27.0382061,9.424482346,0.563500106,0.005451886,34.75159836,18.02669907,16.72489929,27.25993919,25.64417267,29.04344559,24.70730019,1436.000122,69.76029968,0.362219006,0.811875045,741.6107178,24.13829041,254.9076843,65.38907623,164.1177521,197.9700012,130.0110016,0.129987553,137.798233,181.7162323,185.361618,170.7450714,0.82274878,1.516940951,0.168244004,0.573982775,1.377992868,0.217388079,0.556425452,0.479204923,0,5030.117777,1.634759521,2017,1747024.964,1537387.707,3.655707955,127.3269231,254.2569525,4.60498557,0.086653471,0.686976531,1.751833084,0.244691514,2.897973577
L1346717,13.4616668,104.2281221,Cambodia,77,0.412687719,0.609375,12807.67969,4.107470458,0,27.08025551,9.342594147,0.565364659,0.005508631,34.65159988,18.12669945,16.52490044,27.27591133,25.65502357,29.0779953,24.70969963,1347,64.24559784,0.362300992,0.790818393,683.3500977,23.90694046,239.6102142,97.89774323,164.3146362,197.2700043,131.1620026,0.12747106,139.0573883,181.5505371,185.2555389,169.0081482,0.807978511,1.45944798,0.172352001,0.559393406,1.33267796,0.220828459,0.537704766,0.569492042,0,375.338466,5.805752184,1993,1722339.745,1516337.512,2.959376076,118,203.4798755,3.379167312,0.022293928,0.17225372,1.72025733,0.079120226,2.680689882
L3297129,13.0956772,103.2055157,Cambodia,40,0.162102714,0.2265625,14794.42969,4.170098228,0,27.468153,9.232233047,0.57755959,0.004905046,35.25159836,19.26670074,15.98490047,27.39839554,25.87120819,29.24972343,25.37016106,1263.999878,51.53540039,1.118160009,0.654955745,568.8148804,45.0155983,298.5563049,102.01548,159.2826385,191.4199982,122.4629974,0.13948521,134.5865326,176.5438538,176.525238,169.5274658,0.827918708,1.323886991,0.227742001,0.456448138,1.244737029,0.30435431,0.66509068,0.620277405,0,2904.057204,19.07465995,1993,1611593.587,1470323.397,1.998639413,41.875,112.7576045,8.421913634,0.052828833,1.123185575,2.242048956,0.360887511,3.524981397
L1333393,12.2533724,105.1063417,Cambodia,20,0.205280125,0.453125,10730.68848,4.030627587,0,27.75872231,8.737373352,0.612066567,0.004071261,34.84189987,20.56669998,14.27519989,27.68070412,26.7309761,29.41781998,26.16051483,1750,69.22250366,1.671579957,0.718228281,801.4891968,42.27141953,370.1818848,108.3578796,170.8705902,200.4900055,150.4649963,0.097917654,153.2610016,181.5900726,190.8061523,169.5977631,0.92851001,1.513358951,0.215700001,0.50251925,1.425858259,0.284945995,0.720730901,0.603399813,0,313.0290988,18.95680173,2016,1825701.508,1384627.952,3.099958379,125.0684783,181.0858894,2.329192894,0.015456616,0.087016739,1.33349571,0.036921949,2.411943204
L1084299,13.3608947,103.857193,Cambodia,19,0.381756157,-0.1015625,15931.69141,4.202261886,0,27.17193794,9.393886566,0.56447202,0.005685095,34.7419014,18.10000038,16.64189911,27.3287468,25.71445084,29.17080307,24.67719269,1323,58.01800156,0.177424997,0.7783373,660.2114258,22.3486824,228.1495972,107.4803314,163.3101349,196.1900024,128.779007,0.131236762,138.3373108,181.2688446,184.1663055,169.25177,0.800075173,1.38893199,0.175861001,0.557103813,1.31176281,0.217906386,0.516216815,0.584477842,0,137.9855029,2.978011688,1993,1682017.468,1503155.99,2.178656223,221.8196429,124.4786353,9.023144163,0.051632282,0.757407167,2.348845156,0.285478529,3.464638187
L3712816,14.1941645,106.2638426,Cambodia,69,0.487143159,0.296875,3836.168945,3.583897725,0,26.712883,9.369623184,0.562011003,0.005013566,34.65159988,17.97999954,16.67160034,26.8435154,25.43408012,28.6585083,24.64525795,2262.999512,109.086998,0.406215012,0.948919952,1336.855225,23.11362457,359.3591919,54.44758224,159.6164856,196,125.6449966,0.127763197,135.4152374,173.6124573,182.2810822,161.5248413,0.986701548,1.90891695,0.175189003,0.660293221,1.834242105,0.208540544,0.660303116,0.458129853,1,1341.089576,NA,2019,1942603.445,1610688.755,5.502703434,210.277512,237.4097156,12.39106657,0.115734711,1.441754772,2.543300883,0.431182972,3.776096677
L1865896,10.7904206,104.0180515,Cambodia,400,16.21637535,-15.140625,954.8081055,2.979916097,0,25.13750648,7.396826744,0.69107908,0.002181248,30.37100029,19.66769981,10.70330048,24.99840355,24.51681519,26.11194992,24.40566063,2446.000244,94.00330353,4.143070221,0.676258326,1155.567139,98.05190277,550.2337036,140.045639,163.8045349,194.2050018,142.4880066,0.104318276,145.6954651,172.4790802,181.3623047,165.2923126,1.160590649,1.775109053,0.358660012,0.414824307,1.719895363,0.480026007,1.110637784,0.678819776,1,1551.568786,NA,1993,1711503.474,1214817.023,5.660093837,305.4236842,359.8417576,25.52982274,0.152081671,3.946835988,3.073725143,0.846056159,5.157389699
L1859193,12.1755735,106.9639753,Cambodia,230,4.385535717,2.953125,15440.04199,4.188648477,0,25.67113113,9.608236313,0.628059089,0.003905793,33.45159912,18.15329933,15.29829979,25.7105732,24.92425728,27.22311211,24.11691475,2156.999512,84.5007019,1.234609962,0.754075587,1039.03894,42.94900131,442.6175842,124.0773926,162.3473663,191.4889984,145.0070038,0.096467979,149.8367767,172.3373108,182.2607727,156.2012329,1.00747323,1.652258992,0.211091995,0.52202338,1.587361097,0.281802297,0.780021131,0.636722803,1,2937.661078,NA,2016,2033083.206,1385957.919,5.270237087,169.6904762,317.5350236,26.47267774,0.105998417,3.807237794,3.00978699,0.690123628,5.055862693
L3547245,12.257501,105.119239,Cambodia,21,0.288047224,0.1484375,16622.98633,4.220709048,0,27.75872231,8.737373352,0.612066567,0.004071261,34.84189987,20.56669998,14.27519989,27.68070412,26.7309761,29.41781998,26.16051483,1750,69.22250366,1.671579957,0.718228281,801.4891968,42.27141953,370.1818848,108.3578796,170.8705902,200.4900055,150.4649963,0.097917654,153.2610016,181.5900726,190.8061523,169.5977631,0.92851001,1.513358951,0.215700001,0.50251925,1.425858259,0.284945995,0.720730901,0.603399813,0,313.0290988,19.62740042,2016,1827112.092,1385159.234,2.967025442,130.3856494,169.0022118,4.952459835,0.035711904,0.344104733,1.82108309,0.153188432,2.885243525
L1865894,10.6072372,104.1790699,Cambodia,9,0.362728506,-0.09375,6539.037109,3.815513802,0,27.10101318,6.957401752,0.694261432,0.002267413,31.9612999,21.94000053,10.02130032,27.09127998,26.42788506,28.05139542,26.22634697,2155,81.32550049,4.351170063,0.620209396,964.5402832,106.4973907,487.5632935,157.0109863,164.5355072,194.7149963,145.0209961,0.100888915,147.5011597,174.8073883,182.0273895,164.8198395,1.102872491,1.637732029,0.366614997,0.380134791,1.565662503,0.49105978,1.046799064,0.712962925,0,1551.568786,4.939543234,1993,1730176.263,1194854.387,3.208036658,123.2608696,245.9254858,3.529930858,0.034014927,0.463112377,1.661699177,0.149999271,1.882012141
L4050097,11.5855569,104.8480976,Cambodia,20,0.119044222,-0.0625,12744.68359,4.105329058,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,69.63802365,1993,1800309.382,1308015.833,2.429470264,71.07954545,189.0691472,4.368189554,0.073995824,1.110227886,1.799220003,0.278316068,2.968426914
L4043203,11.573798,104.8656107,Cambodia,18,0.140145361,-0.1328125,16665.48828,4.221818043,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,71.97244745,1993,1802313.09,1306771.532,1.951913179,99.33005618,105.4828439,4.412015918,0.039892062,0.500008807,1.860492418,0.166099539,2.978114099
L1428859,13.4620203,103.8713566,Cambodia,22,1.025678277,1.8984375,13225.16309,4.121401036,0,27.17193794,9.393886566,0.56447202,0.005685095,34.7419014,18.10000038,16.64189911,27.3287468,25.71445084,29.17080307,24.67719269,1323,58.01800156,0.177424997,0.7783373,660.2114258,22.3486824,228.1495972,107.4803314,163.3101349,196.1900024,128.779007,0.131236762,138.3373108,181.2688446,184.1663055,169.25177,0.800075173,1.38893199,0.175861001,0.557103813,1.31176281,0.217906386,0.516216815,0.584477842,1,137.9855029,NA,1993,1683069.802,1514591.672,4.084542073,186.2727273,188.5122692,9.784425936,0.126804445,2.752386541,2.34347888,0.518320603,3.899108737
L4050091,11.5871019,104.8462066,Cambodia,20,0.119044222,-0.0625,12744.68359,4.105329058,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,69.36700148,1993,1800091.734,1308181.241,2.088554361,44.85454545,102.8434819,3.304535562,0.051964707,0.666646909,1.67145424,0.170765156,2.721920801
L4046319,11.5891299,104.8469532,Cambodia,20,0.119044222,-0.0625,12744.68359,4.105329058,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,69.29248186,1993,1800165.124,1308413.491,2.424095477,79.89481947,185.2103688,2.58726217,0.037821853,0.393796531,1.523901574,0.095720013,2.513693642
L971358,12.6148769,106.0105133,Cambodia,19,0.094284646,0.0859375,1130.227173,3.053165744,0,27.34901619,9.665582657,0.603160262,0.004367049,35.45159912,19.42670059,16.02490044,27.3477459,26.20698929,29.11578941,25.64102364,1756,70.49140167,1.279510021,0.765651464,859.9331055,36.8327713,376.519165,104.9666672,166.1545715,195.5899963,146.3350067,0.097841747,150.7173004,172.3817749,186.224762,160.6707764,0.903945625,1.515594006,0.198783994,0.541763306,1.456797361,0.252872139,0.706336558,0.581870377,0,128.2679504,1.576950703,2018,1924200.565,1430317.1,3.706345179,153.9555556,247.5795177,4.245126772,0.02867087,0.332949163,1.643041694,0.120211479,2.813781586
L3991252,11.5759987,104.9230814,Cambodia,20,0.634210169,0.75,15184.23633,4.181392955,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,76.9417907,1993,1808695.374,1307290.054,2.232230051,106.5915493,162.7684217,3.94156826,0.03702457,0.482100127,1.629584995,0.148319759,2.968304519
L4373747,11.5792454,104.8679593,Cambodia,17,0.185316637,-0.21875,15230.59668,4.182716918,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,71.80553981,1993,1802548.393,1307397.04,2.072471951,27.72413793,107.0453785,4.033793481,0.0454605,0.537980296,1.778397302,0.168673911,2.891923564
L4076250,11.5761553,104.869177,Cambodia,17,0.185316637,-0.21875,15230.59668,4.182716918,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,72.12265846,1993,1802698.537,1307054.176,1.899276176,39.76756757,134.7103665,4.127960651,0.039865777,0.481593612,1.808762618,0.157190941,2.91596277
L3517482,11.6683758,104.8866463,Cambodia,12,0.16904071,-0.09375,12631.28906,4.101447674,0,27.81825829,8.354995728,0.629824221,0.003585312,34.53229904,21.26670074,13.2656002,27.62761497,26.82383919,29.23917007,26.37701225,1343.999878,58.8504982,1.191439986,0.69625324,632.6577148,38.95969009,290.2810974,125.8936996,172.9586182,202.401001,153.0769958,0.095221601,156.5154572,183.0584564,190.5262299,171.2933044,0.848115206,1.430534005,0.207790002,0.484255254,1.30815351,0.280065686,0.655540168,0.652478099,0,2553.178139,67.98262163,1993,1804200.346,1317539.666,4.113325208,134.5111111,299.5936821,2.599322205,0.017476695,0.095875264,1.399401437,0.045340584,0.891828318
L1229285,12.4543002,107.2051245,Cambodia,705,3.089709759,-2.4609375,10531.36719,4.022484755,0,22.49633217,10.10381508,0.628061593,0.003882304,30.68059921,14.59329987,16.08729935,22.53086472,21.44713783,24.03022003,20.95707321,2202,83.36589813,1.094580054,0.729624867,1046.420776,52.05656815,508.0305786,112.5930328,159.7736206,190.0209961,138.4589996,0.103384271,145.353302,167.5102234,180.5602264,154.6799164,1.044461846,1.631548047,0.233944997,0.487640649,1.608582735,0.332818538,0.899178386,0.640617967,0,7605.481972,4.870459378,2017,2058347.571,1419093.629,2.265032299,216.4817814,219.2039573,4.639947277,0.048468948,0.53296993,1.914214865,0.172627645,2.923557518
L1320021,11.5584076,104.896431,Cambodia,19,0.153500289,0.171875,18045.57813,4.2563708,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,75.72052839,1993,1805814.618,1305179.993,3.645010343,140.0782548,248.1241802,6.009224145,0.02981208,0.450485254,1.98891646,0.166320026,3.271138859
L971293,13.4352467,103.8892508,Cambodia,15,0.673449576,0.2265625,16961.85547,4.229473358,0,27.17193794,9.393886566,0.56447202,0.005685095,34.7419014,18.10000038,16.64189911,27.3287468,25.71445084,29.17080307,24.67719269,1323,58.01800156,0.177424997,0.7783373,660.2114258,22.3486824,228.1495972,107.4803314,163.3101349,196.1900024,128.779007,0.131236762,138.3373108,181.2688446,184.1663055,169.25177,0.800075173,1.38893199,0.175861001,0.557103813,1.31176281,0.217906386,0.516216815,0.584477842,1,137.9855029,NA,1993,1685173.03,1511670.284,NA,NA,NA,9.072486917,0.114764198,2.177356713,2.326762059,0.515780501,3.772129679
L920991,13.4125,103.8668,Cambodia,15,0.919573903,1.734375,17724.4043,4.248571648,0,27.17193794,9.393886566,0.56447202,0.005685095,34.7419014,18.10000038,16.64189911,27.3287468,25.71445084,29.17080307,24.67719269,1323,58.01800156,0.177424997,0.7783373,660.2114258,22.3486824,228.1495972,107.4803314,163.3101349,196.1900024,128.779007,0.131236762,138.3373108,181.2688446,184.1663055,169.25177,0.800075173,1.38893199,0.175861001,0.557103813,1.31176281,0.217906386,0.516216815,0.584477842,1,137.9855029,NA,1993,1682816.898,1509003.277,NA,NA,NA,11.41467243,0.094043805,2.177158743,2.48442133,0.512185257,3.899825763
L1125873,13.4270194,103.8593817,Cambodia,17,1.07484901,-0.3125,14580.65332,4.163776984,0,27.17193794,9.393886566,0.56447202,0.005685095,34.7419014,18.10000038,16.64189911,27.3287468,25.71445084,29.17080307,24.67719269,1323,58.01800156,0.177424997,0.7783373,660.2114258,22.3486824,228.1495972,107.4803314,163.3101349,196.1900024,128.779007,0.131236762,138.3373108,181.2688446,184.1663055,169.25177,0.800075173,1.38893199,0.175861001,0.557103813,1.31176281,0.217906386,0.516216815,0.584477842,1,137.9855029,NA,1993,1681927.998,1510598.857,NA,NA,NA,9.334599744,0.081990942,1.534876266,2.285256319,0.383414675,3.64496989
L2959776,10.5001336,104.3089628,Cambodia,128,9.563560486,9.0234375,3751.247803,3.574175754,0,27.10101318,6.957401752,0.694261432,0.002267413,31.9612999,21.94000053,10.02130032,27.09127998,26.42788506,28.05139542,26.22634697,2155,81.32550049,4.351170063,0.620209396,964.5402832,106.4973907,487.5632935,157.0109863,164.5355072,194.7149963,145.0209961,0.100888915,147.5011597,174.8073883,182.0273895,164.8198395,1.102872491,1.637732029,0.366614997,0.380134791,1.565662503,0.49105978,1.046799064,0.712962925,1,11.59137203,NA,1993,1745087.11,1183322.046,3.816832768,143.4978632,297.5672878,17.83416268,0.098414627,2.977292375,2.795665451,0.631456747,4.621955058
L1424319,13.3003889,103.8190722,Cambodia,12,0.129583031,0,9749.585938,3.988986172,0,27.30144501,9.285338402,0.568654895,0.005485315,34.84189987,18.51329994,16.32859993,27.4346962,25.85980034,29.23708916,24.91131592,1250.000122,53.66770172,0.384609014,0.734750211,599.1367188,26.86000061,260.6827393,119.9931107,162.5302429,195,128.2259979,0.131221235,137.4694672,180.3783875,179.9069214,168.8826141,0.797229528,1.342736959,0.186132997,0.524060786,1.266227126,0.237346843,0.59349674,0.626203001,0,2904.057204,1.986248103,1993,1678122.125,1496170.442,3.956871482,251.9027094,235.5992337,3.801374527,0.01614472,0.181745937,1.559877766,0.076142474,1.682764153
L3046338,11.568309,104.9303555,Cambodia,22,0.961574554,0.125,14905.20215,4.17333787,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,78.09383319,1993,1809541.381,1306456.743,NA,NA,NA,5.203177027,0.049924094,0.799519217,1.808566339,0.231476598,3.235355021
L1834599,13.2945092,103.8762914,Cambodia,12,0.093226977,0.0546875,12189.83691,4.085997895,0,27.29732132,9.24434185,0.566144228,0.005533529,34.7419014,18.41329956,16.32859993,27.45144272,25.82667351,29.24749565,24.88339615,1275.000122,56.00930023,0.384537011,0.757163763,628.210022,25.44476128,255.4113007,116.1067047,162.997406,195.4600067,129.0820007,0.129847646,138.2306976,180.6313782,180.4314575,168.8814545,0.797903299,1.36993897,0.184303999,0.538781285,1.288798571,0.230618998,0.584676445,0.609751582,0,2904.057204,2.848249809,1993,1684449.929,1495787.266,4.19915826,267.2647436,277.2860082,3.239058525,0.0328428,0.26647341,1.332992813,0.109553764,1.597699772
L3765606,13.2878478,103.8130358,Cambodia,21,6.238283157,5.4140625,10148.86914,4.006417653,0,27.30144501,9.285338402,0.568654895,0.005485315,34.84189987,18.51329994,16.32859993,27.4346962,25.85980034,29.23708916,24.91131592,1250.000122,53.66770172,0.384609014,0.734750211,599.1367188,26.86000061,260.6827393,119.9931107,162.5302429,195,128.2259979,0.131221235,137.4694672,180.3783875,179.9069214,168.8826141,0.797229528,1.342736959,0.186132997,0.524060786,1.266227126,0.237346843,0.59349674,0.626203001,0,2904.057204,0.4460876,1993,1677519.626,1494731.823,4.174357251,181.2901155,273.5681542,7.088168223,0.042209007,0.545311611,2.056680391,0.210740759,2.96166423
L920987,13.868766,103.301305,Cambodia,39,0.168505937,0.1015625,12440.2666,4.094829688,0,27.50157356,10.26489258,0.573086262,0.005761161,35.85160065,17.94000053,17.91160011,27.83363152,25.17630386,29.55181885,24.97915459,1206.000244,61.82870102,0.336703986,0.78168869,604.8347778,34.86394119,253.7709503,43.97274017,164.0562439,196.7100067,126.7900009,0.136792898,135.6325378,177.6365356,181.6341553,173.5626984,0.739392579,1.413952947,0.182045996,0.558953941,1.246243,0.240206465,0.545538366,0.395466924,1,126.9876888,NA,2016,1618452.264,1557504.959,5.975268119,262.8678038,223.0558359,4.0821132,0.026044574,0.217607188,1.728837501,0.109097128,1.83944527
L4943439,13.530302,104.746067,Cambodia,88,0.756208837,-0.140625,4782.302734,3.679637065,0,26.92899704,9.340295792,0.565348744,0.005209531,34.66130066,18.13999939,16.52129936,27.00756073,25.38625336,28.93216133,24.76222229,1543,75.66870117,0.362192988,0.823797882,805.9207764,24.61740685,280.3280945,84.81342316,164.0897369,198.6000061,130.3170013,0.128934607,138.2886963,178.8304596,185.5992279,167.899765,0.849571168,1.584082961,0.166479006,0.579927206,1.432785153,0.220156848,0.596051931,0.5376755,1,5030.117777,NA,2017,1779050.638,1526774.398,NA,NA,NA,6.170807142,0.04119687,0.672561102,2.092446103,0.212056809,3.208369187
L3337619,10.5894089,104.218626,Cambodia,2,0.126123399,0.15625,6523.549805,3.814483982,0,27.10101318,6.957401752,0.694261432,0.002267413,31.9612999,21.94000053,10.02130032,27.09127998,26.42788506,28.05139542,26.22634697,2155,81.32550049,4.351170063,0.620209396,964.5402832,106.4973907,487.5632935,157.0109863,164.5355072,194.7149963,145.0209961,0.100888915,147.5011597,174.8073883,182.0273895,164.8198395,1.102872491,1.637732029,0.366614997,0.380134791,1.565662503,0.49105978,1.046799064,0.712962925,0,1551.568786,9.580342322,1993,1734655.06,1193007.775,3.587081375,134.8484848,252.6310911,3.767764731,0.048200093,0.495500525,1.479477794,0.169482194,1.763827519
L4351000,11.5712707,104.87831,Cambodia,17,0.275033444,0.03125,17763.35938,4.249525102,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,73.25591456,1993,1803737.634,1306546.022,2.124279278,52.76190476,134.9005536,4.445564387,0.030296655,0.419087984,1.877691485,0.147531099,2.98284734
L4046344,11.573979,104.8685182,Cambodia,19,0.195185035,-0.0234375,16090.79785,4.206577579,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,72.21374053,1993,1802635.617,1306805.587,1.720576342,22.64583333,109.3372407,4.187405471,0.037611624,0.461953863,1.829178525,0.153943856,2.931203459
L1834571,13.353425,103.8606648,Cambodia,18,0.276170582,-0.0703125,16354.16992,4.213628506,0,27.17193794,9.393886566,0.56447202,0.005685095,34.7419014,18.10000038,16.64189911,27.3287468,25.71445084,29.17080307,24.67719269,1323,58.01800156,0.177424997,0.7783373,660.2114258,22.3486824,228.1495972,107.4803314,163.3101349,196.1900024,128.779007,0.131236762,138.3373108,181.2688446,184.1663055,169.25177,0.800075173,1.38893199,0.175861001,0.557103813,1.31176281,0.217906386,0.516216815,0.584477842,0,137.9855029,3.807364519,1993,1682436.77,1502333.352,NA,NA,NA,9.618883829,0.050702195,0.92222669,2.399313777,0.335345238,3.632425149
L5059188,11.845718,104.829621,Cambodia,15,0.186772332,0.34375,11646.88965,4.066209961,0,27.74355316,8.437809944,0.622445524,0.003734481,34.52259827,20.9666996,13.55589962,27.62771225,26.69070816,29.21807289,26.24475479,1326.000122,54.08539963,1.235640049,0.680095375,616.6397095,43.0867691,295.96521,118.4104691,172.4011993,201.9120026,151.3269958,0.097982876,154.6653137,183.364151,190.0006866,171.8872375,0.845720708,1.381379962,0.215973005,0.477121383,1.2937994,0.287927926,0.669721484,0.636186838,0,2.88961965,50.19290804,2019,1797006.321,1337271.954,3.551622046,124.8181818,243.5207353,2.751074784,0.015646251,0.086892052,1.452001784,0.042628338,2.480726412
