"station","awf_ptg","med_dist","taxon","PA_ours"
"L3337619",15816.0310946337,60,"bird",0
"L1320023",18176.8068125405,60,"bird",0
"L7011020",41183.2601278699,60,"bird",0
"L3765606",49195.0406324967,60,"bird",0
"L4054662",16915.4256943483,60,"bird",0
"L4046344",22976.6208161178,60,"bird",0
"L4351000",22889.4167443104,60,"bird",0
"L4190260",23387.6167237426,60,"bird",0
"L5230512",22449.6047861578,60,"bird",0
"L1834571",52052.0943701077,60,"bird",0
"L5059188",29254.5525077162,60,"bird",0
"L3164656",59712.1898258879,60,"bird",0
"L4373785",23143.3487079713,60,"bird",0
"L4955523",20851.0579158565,60,"bird",0
"L6651966",21156.9010750863,60,"bird",0
"L6818652",21449.6440267831,60,"bird",0
"L5744339",21224.0694217738,60,"bird",0
"L3846527",58062.1504465753,60,"bird",0
"L4342866",23501.6360833677,60,"bird",0
"L4225511",24186.7086143686,60,"bird",0
"L3891059",24858.1174145606,60,"bird",0
"L1437433",59380.2664683189,60,"bird",0
"L7016655",39415.6118048205,60,"bird",0
"L2041802",62164.7088501824,60,"bird",0
"L920987",51657.2652955381,60,"bird",1
"L4129597",57224.1040988852,60,"bird",1
"L1110389",40916.4564089438,60,"bird",1
"L4943439",66107.0292848118,60,"bird",1
"L14087870",21700.1762097219,60,"bird",0
"L7115394",20766.2816101657,60,"bird",0
"L12842580",23745.153093387,60,"bird",0
"L10957210",23215.2925882342,60,"bird",0
"L9897268",22242.6000246572,60,"bird",0
"L10997855",21699.714008237,60,"bird",0
"L7773832",22469.9202180602,60,"bird",0
"L3594509",41756.3377528873,60,"bird",0
"L2129865",66008.3720672326,60,"bird",0
"L11949896",23221.3996750951,60,"bird",0
"L1702135",62396.8967473359,60,"bird",0
"L11328103",20701.3375887432,60,"bird",0
"L12944164",62315.7584302469,60,"bird",0
"L12486656",21243.8979014928,60,"bird",0
"L14101393",22667.7513187683,60,"bird",0
"L12032467",23362.9414791946,60,"bird",0
"L12919659",22086.2060819076,60,"bird",0
"L1865901",45158.9703910152,60,"bird",0
"L971362",47177.1207533458,60,"bird",0
"L3846512",61301.1295979327,60,"bird",0
"L2114198",39052.6598147573,60,"bird",0
"L3338404",63693.4702095393,60,"bird",1
"L3519306",62847.1846652881,60,"bird",1
"L3734044",63403.2492329848,60,"bird",1
"L4429394",44262.041790269,60,"bird",1
"L3517470",29725.8562012405,60,"bird",1
"L3491985",63822.7038952033,60,"bird",1
"L1267663",67474.1384164548,60,"bird",1
"L2041803",64907.1747911398,60,"bird",1
"L1834606",67464.0495803067,60,"bird",1
"L8362707",6253.86060380884,60,"bird",0
"L933407",6638.7378634313,60,"bird",0
"L3702018",6638.13074464952,60,"bird",0
"L6442244",4950.26586708703,60,"bird",0
"L4690619",3710.61859259165,60,"bird",0
"L2356004",3592.29885088904,60,"bird",0
"L5818627",3694.18678343266,60,"bird",1
"L2322415",2505.79884929151,60,"bird",1
"L15708087",22497.7468423688,60,"bird",0
"L14307410",21799.2892735471,60,"bird",0
"L15541845",22652.733381477,60,"bird",0
"L15121088",22043.2417399134,60,"bird",0
"L15900406",22491.8926096055,60,"bird",0
"L12717169",21211.4826431586,60,"bird",0
"L12366927",20718.4990773629,60,"bird",0
"L4321855",23747.1137769022,60,"bird",0
"L14303503",22100.308150165,60,"bird",0
"L1566977",10204.9116508747,60,"bird",1
"L3409225",6647.66250766852,60,"bird",0
"L1783594",6554.33822759112,60,"bird",0
"L1093106",8112.76600597966,60,"bird",1
"L923936",8419.3769135774,60,"bird",1
"L1119692",6385.14543347902,60,"bird",1
"L1091515",12522.0975860828,60,"bird",1
"L1089168",8388.82117489753,60,"bird",0
"L3460495",2937.97064885219,60,"bird",0
"L4030676",4998.52560617331,60,"bird",0
"L1122479",4822.9072706351,60,"bird",0
"L3797691",3232.52842780738,60,"bird",0
"L3008102",2775.69697882228,60,"bird",0
"L2534212",6305.43819687767,60,"bird",0
"L3522352",6673.87091467399,60,"bird",0
"L2699172",6354.58931453602,60,"bird",0
"L3515484",6952.48549570277,60,"bird",0
"L1457993",5680.775893832,60,"bird",1
"L4790539",8305.25956289648,60,"bird",0
"L3354985",3284.70304037639,60,"bird",0
"L1313532",6832.05624062905,60,"bird",0
"L1093013",7069.79813489571,60,"bird",0
"L3044620",2707.81067638614,60,"bird",0
"L3981946",4847.43519702241,60,"bird",0
"L3346637",3590.33045218549,60,"bird",0
"L3960724",2726.20669829898,60,"bird",0
"L2521949",8098.59002425043,60,"bird",0
"L4015102",3502.69770374546,60,"bird",0
"L4189021",2069.62008047575,60,"bird",0
"L3110381",2763.35555970715,60,"bird",0
"L3542477",4890.06296209647,60,"bird",0
"L4176225",1971.83224684818,60,"bird",0
"L3493997",2997.95699951691,60,"bird",0
"L6370874",3302.18401926005,60,"bird",0
"L3262202",9659.02335198773,60,"bird",0
"L3042446",8045.090721454,60,"bird",0
"L7901178",1935.47589145666,60,"bird",0
"L924269",6149.10517275218,60,"bird",0
"L3365035",6952.59720539222,60,"bird",0
"L2711079",2833.91054155256,60,"bird",0
"L4103041",5508.34877729598,60,"bird",0
"L2947261",3957.14619221916,60,"bird",0
"L4177978",1774.80352341602,60,"bird",0
"L4112286",8280.49164711953,60,"bird",0
"L3081808",7346.73804319744,60,"bird",0
"L3355202",3072.52297357606,60,"bird",0
"L4543883",3005.67945111837,60,"bird",0
"L4527087",3389.99985377739,60,"bird",0
"L3220747",3072.70439710584,60,"bird",0
"L3354992",3194.23312298184,60,"bird",0
"L13312987",6355.55108859249,60,"bird",0
"L3395337",3913.42544554582,60,"bird",0
"L4353562",6420.93535972373,60,"bird",0
"L1119747",6877.19005152576,60,"bird",0
"L2715128",5558.17504115754,60,"bird",0
"L2688240",6359.63331863442,60,"bird",0
"L3896798",3386.13853630582,60,"bird",0
"L6189454",8247.29487431452,60,"bird",1
"L920979",9667.39822184825,60,"bird",1
"L1093111",7947.71637510561,60,"bird",1
"L2822704",9233.28276195974,60,"bird",1
"L1838144",8816.04140159761,60,"bird",1
"L923940",6449.45414905245,60,"bird",1
"L1122096",2446.84870676963,60,"bird",0
"L3510950",7432.28421590692,60,"bird",0
"L1530638",8162.43684177009,60,"bird",0
"L2034077",10047.4769771695,60,"bird",0
"L2778060",6709.1602500613,60,"bird",0
"L3510052",3189.48951341267,60,"bird",0
"L2266711",7347.16409912116,60,"bird",0
"L2522026",8074.17631669133,60,"bird",0
"L1092374",10799.8032419362,60,"bird",0
"L3354988",3076.44295338713,60,"bird",0
"L3326557",4398.59308939778,60,"bird",0
"L2822716",4916.07859003105,60,"bird",0
"L11120668",4933.51320760285,60,"bird",0
"L3510944",6980.60935515365,60,"bird",0
"L5765850",4981.3646680646,60,"bird",0
"L5813608",4984.0576443016,60,"bird",0
"L1119754",6903.23953192661,60,"bird",0
"L8953692",7983.83420945094,60,"bird",0
"L1049177",8082.86403024182,60,"bird",0
"L3409573",3500.18013358291,60,"bird",0
"L3143474",3219.54160704157,60,"bird",0
"L1864965",8848.126963995,60,"bird",0
"L11045982",7723.58023888702,60,"bird",0
"L4491300",6706.81596445291,60,"bird",0
"L3542500",3072.71161991282,60,"bird",0
"L3328371",3072.96291680203,60,"bird",0
"L5549012",7551.71709489011,60,"bird",0
"L2415262",7943.09057591089,60,"bird",0
"L6749002",8779.13113397313,60,"bird",0
"L1864354",8340.85130346907,60,"bird",0
"L6748949",8805.44858033168,60,"bird",0
"L11005604",7962.39631275371,60,"bird",0
"L11149725",7970.67243375286,60,"bird",0
"L8285577",7909.97142580102,60,"bird",0
"L924266",8091.28766067431,60,"bird",0
"L11096427",7902.22717252749,60,"bird",0
"L1864352",8000.63912725438,60,"bird",0
"L13918536",15098.3861426927,60,"bird",0
"L11203823",7970.75925715847,60,"bird",0
"L8822657",8003.49739608202,60,"bird",0
"L12157999",8007.83542055827,60,"bird",0
"L11192025",7795.59066350694,60,"bird",0
"L11029030",7966.09212427054,60,"bird",0
"L6061410",8125.16249176542,60,"bird",0
"L12806252",15352.423448771,60,"bird",0
"L1906842",6880.24458466662,60,"bird",0
"L10103280",9104.63823053513,60,"bird",0
"L11328808",8156.89372786346,60,"bird",0
"L11214774",20890.4388772081,60,"bird",0
"L1915564",6956.84021917295,60,"bird",0
"L8578157",18645.4850154132,60,"bird",0
"L11062260",8004.7311679143,60,"bird",0
"L15740765",49400.8747434601,60,"bird",0
"L8455065",7577.4367047282,60,"bird",1
"L6264416",9342.26045449977,60,"bird",1
"L2989750",8073.12117413061,60,"bird",1
"L1091511",12434.8058897393,60,"bird",1
"L2714749",18026.1283789806,60,"bird",1
"L2714513",17742.1333870854,60,"bird",1
"L7105732",65284.0022422557,60,"bird",1
"L2181729",18071.8396293682,60,"bird",1
"L6755644",18890.2890529676,60,"bird",1
"L2109254",2774.07980641739,60,"bird",0
"L2521920",8042.04871525009,60,"bird",0
"L3480212",2762.09668020737,60,"bird",0
"L2522061",8084.21312957693,60,"bird",0
"L4331944",8700.65096582389,60,"bird",0
"L5203296",8603.83010358027,60,"bird",0
"L3450316",3399.11485700363,60,"bird",0
"L1122484",9612.46256119155,60,"bird",0
"L4659380",6426.64662484183,60,"bird",0
"L7866269",3583.79026699877,60,"bird",0
"L7405505",3138.96615803569,60,"bird",0
"L4706561",8076.82141546397,60,"bird",0
"L10199918",18926.2215873529,60,"bird",0
"L4728991",2771.27373537093,60,"bird",0
"L3136440",2510.47573271374,60,"bird",0
"L7240453",6952.17572691954,60,"bird",0
"L7955713",5315.60603345204,60,"bird",0
"L7963564",3423.55233711353,60,"bird",0
"L3355235",3126.0229049645,60,"bird",0
"L10998686",3151.55136323409,60,"bird",0
"L4335113",3376.792281661,60,"bird",0
"L12207982",5714.08409761343,60,"bird",0
"L1092182",8157.26133948938,60,"bird",1
"L11067932",6167.01102817511,60,"bird",0
"L9931895",12857.0552299675,60,"bird",0
"L4028239",7270.10791519263,60,"bird",0
"L10716254",3521.43444877715,60,"bird",0
"L4728728",6627.63771086659,60,"bird",0
"L4730024",4425.44905326736,60,"bird",0
"L8278391",6340.21418948448,60,"bird",0
"L10747641",5710.52476112801,60,"bird",0
"L8111132",3276.82731912911,60,"bird",0
"L4706571",8109.64086203492,60,"bird",0
"L5621826",6435.6173660829,60,"bird",0
"L8307956",6339.32366427701,60,"bird",0
"L1315393",6928.83640588875,60,"bird",0
"L3050921",3076.52258692011,60,"bird",0
"L2309644",5864.79382216757,60,"bird",0
"L11027232",4650.20040475728,60,"bird",0
"L8379113",3269.07133129966,60,"bird",0
"L4688873",8093.5869494895,60,"bird",0
"L9863254",3372.84230078535,60,"bird",0
"L10756349",8611.67269639315,60,"bird",0
"L4688937",8058.35901705789,60,"bird",0
"L4134495",3503.69833736303,60,"bird",0
"L4727936",6074.40230196092,60,"bird",0
"L9705725",3143.32233304518,60,"bird",0
"L961058",5513.82055579217,60,"bird",0
"L8713769",3228.83036397272,60,"bird",0
"L2422371",8057.38452618532,60,"bird",0
"L7641999",5803.54116865594,60,"bird",0
"L3437622",8088.08482683915,60,"bird",0
"L4914939",8722.85358442309,60,"bird",1
"L3519482",9670.37891500662,60,"bird",1
"L3272168",5921.99280923551,60,"bird",1
"L2589348",5945.42011013749,60,"bird",1
"L6515430",8313.26684053759,60,"bird",1
"L2900771",9548.10985250893,60,"bird",1
"L1207038",8163.69668324143,60,"bird",1
"L5502760",8403.85685769199,60,"bird",1
"L2822705",8946.18028154136,60,"bird",1
"L4727928",2623.68415071042,60,"bird",0
"L4028259",4908.76128184803,60,"bird",0
"L2709513",4151.10873238022,60,"bird",0
"L4515867",8074.42498928332,60,"bird",0
"L5860201",4549.65752536092,60,"bird",0
"L1987357",6510.83460745261,60,"bird",0
"L3328441",3173.97805243887,60,"bird",0
"L4635419",4651.11179732557,60,"bird",0
"L4673201",5690.17037026352,60,"bird",0
"L4756790",4894.44550845013,60,"bird",0
"L4868301",6403.46808668069,60,"bird",0
"L1122477",4842.71209159022,60,"bird",0
"L5987674",3243.14722435611,60,"bird",0
"L9794577",5217.27630016064,60,"bird",0
"L3233220",3843.06878951806,60,"bird",0
"L3221589",7414.82737831223,60,"bird",0
"L2778136",6288.19733549614,60,"bird",0
"L11134699",4654.103093032,60,"bird",0
"L3330978",6457.17757170715,60,"bird",0
"L1346438",2418.23761331176,60,"bird",0
"L2797520",2396.66856240498,60,"bird",0
"L11005654",4613.35367068056,60,"bird",0
"L3302839",5483.65826161385,60,"bird",0
"L5860567",3294.40337198857,60,"bird",0
"L4796841",3214.60377794935,60,"bird",0
"L3552649",3180.53663600917,60,"bird",0
"L2521761",9676.27818606774,60,"bird",0
"L4650364",7327.19098557289,60,"bird",0
"L3977507",3228.71141622641,60,"bird",0
"L1248549",2824.64156728324,60,"bird",1
"L5418710",5420.95923257476,60,"bird",0
"L4728853",5291.46253569397,60,"bird",0
"L4727880",3623.72221480819,60,"bird",0
"L5621471",6376.36384535921,60,"bird",0
"L5424425",8611.70394618392,60,"bird",0
"L4028235",7293.21202367341,60,"bird",0
"L3249538",3299.37229060783,60,"bird",0
"L2534228",6851.30401306136,60,"bird",0
"L4787633",6394.74379040982,60,"bird",0
"L2694556",14090.9508352388,60,"bird",1
"L7158986",3247.05807489123,60,"bird",0
"L5239524",8554.63453205238,60,"bird",0
"L4027909",5197.30019050404,60,"bird",0
"L2711083",3135.22954855531,60,"bird",0
"L4482494",3320.30733686278,60,"bird",0
"L4111485",3149.90793893601,60,"bird",0
"L4728854",5292.66546949855,60,"bird",0
"L3865754",9622.89338236512,60,"bird",0
"L3032371",4877.29459563173,60,"bird",1
"L5905406",7040.14543026439,60,"bird",0
"L2676074",3728.23466516757,60,"bird",1
"L6616664",13052.5394451919,60,"bird",1
"L947233",4892.00735794162,60,"bird",1
"L2866267",7378.44077094659,60,"bird",1
"L5502736",8256.78479438927,60,"bird",1
"L923942",8613.93339307627,60,"bird",1
"L4990526",8397.2609045598,60,"bird",1
"L3323451",8345.47980659419,60,"bird",1
"L4851575",10322.1581765492,60,"bird",1
"L3346038",7450.30203685313,60,"bird",1
"L4326653",8304.21436531956,60,"bird",1
"L5242857",9287.17534079995,60,"bird",1
"L6115129",13857.8061091984,60,"bird",1
"L3914189",1863.30675617933,60,"bird",0
"L1459790",1713.10445765739,60,"bird",0
"L6001945",1961.13841819765,60,"bird",0
"L6545092",1744.41527780302,60,"bird",0
"L7115036",1703.48937649733,60,"bird",0
"L5207993",1769.0818759409,60,"bird",0
"L7133186",1784.97955476306,60,"bird",0
"L948628",1760.78998548005,60,"bird",0
"L4650249",1864.42466074277,60,"bird",0
"L13500621",2780.29983405267,60,"bird",0
"L6056302",1812.95651397034,60,"bird",0
"L3345783",1758.38199118978,60,"bird",0
"L6337687",1869.49961771738,60,"bird",0
"L952084",1788.79180155148,60,"bird",0
"L5865564",1920.80441248959,60,"bird",0
"L7249624",5446.3659470686,60,"bird",0
"L11005461",6231.87021160016,60,"bird",0
"L3141785",1938.52128681352,60,"bird",0
"L1337067",1660.62068562031,60,"bird",0
"L1403135",1793.70048008455,60,"bird",0
"L13848991",6563.56368309668,60,"bird",0
"L1403154",1835.43318381685,60,"bird",0
"L934775",1866.01609641212,60,"bird",0
"L7022434",6226.92846517698,60,"bird",0
"L6574700",1812.51337474872,60,"bird",0
"L6321170",1915.40456389225,60,"bird",0
"L5639234",1737.63752298217,60,"bird",0
"L6001587",1665.59097938202,60,"bird",0
"L14375714",6181.12776114062,60,"bird",0
"L922737",1745.39124274411,60,"bird",0
"L6498577",1788.77315458045,60,"bird",0
"L4855403",1868.32687641918,60,"bird",0
"L6110679",1927.09591401601,60,"bird",0
"L5878876",1789.0019536099,60,"bird",0
"L6056403",1756.07772542894,60,"bird",0
"L11589271",2982.61991011557,60,"bird",0
"L6768151",1952.50888591839,60,"bird",0
"L6353187",1887.65478325196,60,"bird",0
"L6372080",1850.69582383499,60,"bird",0
"L6357496",1838.23358926864,60,"bird",0
"L13256167",4147.39986603814,60,"bird",0
"L8290378",6197.19109173684,60,"bird",0
"L13978706",6303.26560161778,60,"bird",0
"L15054503",4423.03582795376,60,"bird",0
"L11941043",3220.3568182282,60,"bird",0
"L12374210",3957.38375767391,60,"bird",0
"L13603092",5434.30792628528,60,"bird",0
"L11005647",4712.70902305395,60,"bird",0
"L11667978",5364.97227931546,60,"bird",0
"L13060755",6057.15254523996,60,"bird",0
"L13733593",3147.05475275568,60,"bird",0
"L3081815",5076.43819683254,60,"bird",0
"L7716023",6042.85565264711,60,"bird",0
"L4054475",11997.2204144237,60,"bird",0
"L927971",2011.91481665033,60,"bird",1
"L1481777",1825.99369488395,60,"bird",1
"L13256022",4627.48608972493,60,"bird",1
"L3545428",5069.97154148436,60,"bird",1
"L13248323",4628.22255745977,60,"bird",1
"L6008975",1779.14618678845,60,"bird",0
"L4314141",1703.31330778853,60,"bird",0
"L1479678",1966.33751157325,60,"bird",0
"L4631987",1777.28154214605,60,"bird",0
"L1322316",1893.76202155146,60,"bird",0
"L6020593",1992.50245023354,60,"bird",0
"L1055540",1720.75936196321,60,"bird",0
"L3901781",1748.22921117165,60,"bird",0
"L3901811",1801.73314829617,60,"bird",0
"L4685319",1731.27452703641,60,"bird",0
"L5229501",1780.72822913058,60,"bird",0
"L1456256",1854.83965898999,60,"bird",0
"L6353313",1788.37902038226,60,"bird",0
"L1074623",1985.66588226997,60,"bird",0
"L4507313",1798.1461527377,60,"bird",0
"L3901631",1815.19268442657,60,"bird",0
"L6058646",1854.30277156169,60,"bird",0
"L3267940",1890.62086058846,60,"bird",0
"L2534686",1828.4174157731,60,"bird",0
"L6021430",1995.50948982762,60,"bird",0
"L6044538",1814.75678405247,60,"bird",0
"L4139944",1811.9336754112,60,"bird",0
"L6432873",1761.68748283841,60,"bird",0
"L5293892",1694.69322296427,60,"bird",0
"L10299850",1820.14470100049,60,"bird",0
"L987628",1859.34472943662,60,"bird",1
"L7214392",1973.03949748875,60,"bird",0
"L5286543",2002.26611626193,60,"bird",0
"L7334169",1815.93694772072,60,"bird",0
"L7158843",2001.91483924428,60,"bird",0
"L7993424",1892.78489784258,60,"bird",0
"L6061649",1779.37881056503,60,"bird",0
"L6864233",1865.89318459112,60,"bird",0
"L9949025",1738.09833357952,60,"bird",0
"L10147361",1793.32753565648,60,"bird",0
"L6052990",1768.21425235267,60,"bird",0
"L5929758",2008.27319430933,60,"bird",0
"L8108259",1762.14586639494,60,"bird",0
"L6441911",1857.34848863453,60,"bird",0
"L6058902",1763.8045018569,60,"bird",0
"L9789618",1851.46037080494,60,"bird",0
"L8411177",1784.54750071307,60,"bird",0
"L10221601",1671.0261774074,60,"bird",0
"L7573608",1963.81986162125,60,"bird",0
"L1073968",1838.18133464347,60,"bird",1
"L4858208",1859.40455458468,60,"bird",0
"L4064526",1763.04799151891,60,"bird",0
"L8503394",1829.37433185047,60,"bird",0
"L5886524",1692.7181094604,60,"bird",0
"L11175255",1776.7949411512,60,"bird",0
"L2204458",1824.40548535204,60,"bird",0
"L6061678",1780.76889402121,60,"bird",0
"L8128508",1993.73943803908,60,"bird",0
"L8276914",1818.44694948526,60,"bird",0
"L11121183",1755.70358148646,60,"bird",0
"L1203001",1794.68867454227,60,"bird",0
"L7898655",1817.23901864753,60,"bird",0
"L6058752",1804.19516917185,60,"bird",0
"L8566340",1761.52045591822,60,"bird",0
"L6273406",1664.56615730293,60,"bird",0
"L4628522",1953.3302669746,60,"bird",0
"L948606",1823.67387452914,60,"bird",1
"L4190256",1797.69383972711,60,"bird",0
"L8468716",1835.10636632366,60,"bird",1
"L10739400",1865.10877474734,60,"bird",1
"L2674885",3891.03649858958,60,"bird",0
"L5242928",21737.770617114,60,"bird",0
"L2534291",3816.41066320284,60,"bird",0
"L5676683",15208.1212766699,60,"bird",0
"L2871038",10524.0934879705,60,"bird",0
"L990195",18538.6049193388,60,"bird",0
"L3452588",20981.0806633114,60,"bird",0
"L1082418",3497.9028177457,60,"bird",0
"L3755111",5104.09458098645,60,"bird",0
"L3571673",12886.3161514404,60,"bird",0
"L4535055",12463.1268827223,60,"bird",0
"L1059223",20930.1668206415,60,"bird",0
"L3600849",14622.6009758151,60,"bird",0
"L3595174",9927.41063329408,60,"bird",0
"L1864345",7831.71537506406,60,"bird",0
"L3606014",15409.344467325,60,"bird",0
"L3557141",8848.00238376182,60,"bird",0
"L2995069",10910.4546012656,60,"bird",0
"L1042659",6085.70495015107,60,"bird",1
"L5624588",3539.23725849414,60,"bird",0
"L3872349",8701.61021400413,60,"bird",0
"L921137",12602.9741275161,60,"bird",0
"L1323044",15380.1031735515,60,"bird",0
"L3793507",12294.0128314196,60,"bird",0
"L4022276",40957.8830930525,60,"bird",0
"L2086071",18606.7092379845,60,"bird",0
"L4060551",3539.33284853468,60,"bird",0
"L946060",18008.0380680191,60,"bird",0
"L1291931",14066.1752555204,60,"bird",0
"L3985622",14268.9629347665,60,"bird",0
"L3859406",12194.9219818083,60,"bird",0
"L3071596",14966.6082485485,60,"bird",0
"L3321319",8804.15734580448,60,"bird",0
"L1299299",10369.1858625843,60,"bird",0
"L3681160",12210.1215927125,60,"bird",0
"L1829142",11635.8431409391,60,"bird",0
"L1876655",20423.3246282803,60,"bird",0
"L3600720",14663.3902563165,60,"bird",0
"L921126",42067.4839916457,60,"bird",1
"L1080118",20863.42996544,60,"bird",0
"L3175135",36590.3208680697,60,"bird",0
"L1105490",34753.3936648664,60,"bird",0
"L958015",7766.23517650598,60,"bird",1
"L1867725",12019.3891615798,60,"bird",1
"L971582",14129.9632838654,60,"bird",1
"L2514883",14225.8387876588,60,"bird",1
"L1096278",43318.5527890024,60,"bird",1
"L974164",9243.73049124196,60,"bird",1
"L3599750",14041.4853302499,60,"bird",1
"L4180439",42580.928634021,60,"bird",1
"L921128",13333.8936485476,60,"bird",1
"L922741",13686.4360058796,60,"bird",1
"L1149974",13711.2612876796,60,"bird",1
"L1867730",12436.1913439598,60,"bird",1
"L4180384",41771.2278341485,60,"bird",1
"L921136",15254.6518174319,60,"bird",1
"L1096297",43778.4780466061,60,"bird",1
"L9898432",14082.9176301576,60,"bird",1
"L3960755",13862.0412474937,60,"bird",1
"L2696002",13527.6521712152,60,"bird",1
"L954493",42976.3720070634,60,"bird",1
"L2946306",15104.8984029203,60,"bird",1
"L11345953",1676.08344130307,60,"bird",0
"L1867475",4282.98933364078,60,"bird",0
"L6809172",1832.77010617712,60,"bird",0
"L10977070",1831.84577805279,60,"bird",0
"L3897880",1760.56242575876,60,"bird",0
"L12510134",1706.66156358329,60,"bird",0
"L12201310",1775.96459155241,60,"bird",0
"L11515427",1876.16069360772,60,"bird",0
"L921125",12320.1024551865,60,"bird",0
"L921127",8701.62224769265,60,"bird",0
"L12383134",1812.65670830305,60,"bird",0
"L6001975",1825.80601675473,60,"bird",0
"L10806751",1740.40428270221,60,"bird",0
"L14534762",1821.67304066207,60,"bird",0
"L6864225",1775.48354810245,60,"bird",0
"L6002173",1857.59122256436,60,"bird",0
"L12595655",1709.25235825378,60,"bird",0
"L1120413",1882.44812536012,60,"bird",0
"L927976",1925.16201050163,60,"bird",0
"L8045901",1827.33521632815,60,"bird",0
"L12543609",1753.52853908985,60,"bird",0
"L10030487",1836.94097138318,60,"bird",0
"L6001893",1776.6972833207,60,"bird",0
"L10064897",1791.13882492281,60,"bird",0
"L13083545",1826.34704421179,60,"bird",0
"L11073920",1817.81173623242,60,"bird",0
"L15340712",1822.191005383,60,"bird",0
"L3446850",17893.4980162455,60,"bird",0
"L15263134",17751.0404768781,60,"bird",0
"L1882696",11729.008640304,60,"bird",0
"L5288036",41668.32805913,60,"bird",0
"L2747555",14626.2580415736,60,"bird",0
"L2566329",24929.2702569674,60,"bird",0
"L5500995",3741.82414675493,60,"bird",0
"L921174",27730.4732070601,60,"bird",0
"L4839940",10580.1331924326,60,"bird",0
"L1867033",10514.8408682505,60,"bird",0
"L5896554",1839.28013446206,60,"bird",1
"L2818062",18660.0739732837,60,"bird",0
"L1011902",39371.6665412834,60,"bird",0
"L921175",9077.53367339091,60,"bird",0
"L1882765",11568.9230253026,60,"bird",0
"L1068940",17956.5018041045,60,"bird",0
"L1438696",11471.2249012257,60,"bird",0
"L1122796",19733.277177679,60,"bird",0
"L921118",7789.0701478571,60,"bird",1
"L1059241",14215.883898326,60,"bird",0
"L921161",15731.2065538029,60,"bird",0
"L1615360",14273.5292379817,60,"bird",0
"L8333784",1839.35231145258,60,"bird",1
"L1866891",7769.40613579035,60,"bird",1
"L920770",7763.58744309273,60,"bird",1
"L1757576",13796.330235587,60,"bird",1
"L971615",13818.736012655,60,"bird",1
"L971576",13711.0058915323,60,"bird",1
"L1292570",13807.6990884981,60,"bird",1
"L921131",13808.0807875557,60,"bird",1
"L10183154",42056.5480802915,60,"bird",1
"L1875452",42444.2873199486,60,"bird",1
"L1439501",41750.9544187964,60,"bird",1
"L1059220",13421.4423939562,60,"bird",1
"L1069895",13454.4080111799,60,"bird",1
"L5441038",4698.72419522869,60,"bird",0
"L5629062",6179.9086535833,60,"bird",0
"L5264440",18149.5382498642,60,"bird",0
"L1085905",4418.1709109249,60,"bird",0
"L9889836",15331.3061759134,60,"bird",0
"L4858397",18531.2340668789,60,"bird",0
"L4431612",17157.4095666482,60,"bird",0
"L3599101",18269.5962094353,60,"bird",0
"L2463656",2704.78539102933,60,"bird",0
"L1088086",4398.00236175228,60,"bird",0
"L4229514",12483.3054688417,60,"bird",0
"L4789502",12457.668383725,60,"bird",0
"L5247932",18303.0482128546,60,"bird",0
"L4554739",17682.9848241907,60,"bird",0
"L4796634",5438.94662675685,60,"bird",0
"L921133",4175.49727158312,60,"bird",0
"L1261422",4624.52755116312,60,"bird",0
"L5523974",9994.21301616321,60,"bird",0
"L4840389",4750.05985355841,60,"bird",0
"L4816655",14251.6266704205,60,"bird",0
"L1026523",16434.091552212,60,"bird",0
"L4423353",17782.4850729507,60,"bird",0
"L921146",4083.91254110339,60,"bird",0
"L3563802",12075.4597736532,60,"bird",0
"L1047403",3749.18200974087,60,"bird",0
"L1109573",12053.5429987525,60,"bird",0
"L4485689",13086.1070120307,60,"bird",0
"L4581174",21463.9682504542,60,"bird",0
"L1873843",12007.4628582667,60,"bird",0
"L4535064",11534.9672340604,60,"bird",0
"L1299252",11575.605586323,60,"bird",0
"L1882731",11363.6793822286,60,"bird",0
"L921142",12020.5441268472,60,"bird",0
"L1110063",17849.7322333421,60,"bird",0
"L4876628",17474.8768905245,60,"bird",0
"L4581180",16177.8081964669,60,"bird",0
"L973108",16331.401747026,60,"bird",0
"L1032356",18470.647333239,60,"bird",0
"L1867027",7812.69965164209,60,"bird",1
"L1867445",13503.3060347132,60,"bird",0
"L4306159",18825.7211217797,60,"bird",0
"L5557638",7002.53560354614,60,"bird",0
"L1105489",19536.5580972553,60,"bird",0
"L5086999",14932.9393652813,60,"bird",0
"L4992009",18295.6966186948,60,"bird",0
"L4414431",18960.8207743471,60,"bird",0
"L12464346",43945.1304859189,60,"bird",0
"L1660680",15165.9751139666,60,"bird",0
"L5401078",20324.1235880195,60,"bird",0
"L8699965",10909.0461119845,60,"bird",0
"L5274022",10795.5763658031,60,"bird",1
"L956721",7869.98760202951,60,"bird",1
"L921154",6231.34710351337,60,"bird",1
"L1866952",7781.05471975816,60,"bird",1
"L921130",4193.30693389524,60,"bird",1
"L5280121",13718.7036557036,60,"bird",1
"L971585",14219.1980237743,60,"bird",1
"L2567259",43440.115799548,60,"bird",1
"L971623",13842.6560307953,60,"bird",1
"L1876183",42322.0211093186,60,"bird",1
"L1366659",13969.5083415092,60,"bird",1
"L971578",13704.9742218169,60,"bird",1
"L6078968",3569.92402903454,60,"bird",0
"L6153000",9407.9279395397,60,"bird",0
"L6969890",14588.7151410941,60,"bird",0
"L7001702",7008.96880693404,60,"bird",0
