"station","awf_ptg","med_dist","taxon","PA_ours"
"BBS_06D_SW_CAM_09",11357.6629799552,130,"mammal",1
"BBS_09C_SE_CAM_02",11044.0638617701,130,"mammal",1
"BBS_07A_NW_CAM_75",11370.2243806534,130,"mammal",1
"BBS_07B_SE_CAM_61",11266.81200651,130,"mammal",1
"BBS_07A_SE_CAM_80",11300.2916584651,130,"mammal",1
"BBS_08B_NE_CAM_62",11231.1761745035,130,"mammal",1
"BBS_08C_NE_CAM_63",11213.6739295909,130,"mammal",1
"BBS_07B_NW_CAM_56",11344.7613801588,130,"mammal",1
"BBS_07C_SW_CAM_72",11267.0235491328,130,"mammal",1
"BBS_09E_SE_CAM_31",10972.4673179148,130,"mammal",1
"BBS_09E_NE_CAM_48",11003.7139475051,130,"mammal",1
"BBS_09E_SW_CAM_44",11000.7591486434,130,"mammal",1
"BBS_11C_NW_CAM_35",10826.1208606254,130,"mammal",0
"BBS_11C_SE_CAM_54",10761.4590344068,130,"mammal",0
"BBS_11C_SW_CAM_28",10793.7891062775,130,"mammal",0
"BBS_11D_SW_CAM_50",10755.842830792,130,"mammal",0
"FN10_2015",13329.4448245119,130,"mammal",0
"BBS_10C_SW_CAM_52",10885.3399048197,130,"mammal",1
"BBS_11B_NE_CAM_18",10857.9878125967,130,"mammal",1
"BBS_11A_NE_CAM_46",10888.3671944712,130,"mammal",1
"BBS_11B_SW_CAM_06",10812.5603262242,130,"mammal",1
"BBS_11D_NE_CAM_08",10804.1336903787,130,"mammal",1
"FN35_2015",13393.8868162526,130,"mammal",0
"FN1_2015",13234.3423263067,130,"mammal",1
"BBS_11D_SE_CAM_32",10780.0052830364,130,"mammal",1
"FN36_2015",13404.2898362117,130,"mammal",0
"FN38_2015",13415.2405836286,130,"mammal",0
"FN39_2015",13419.5660216395,130,"mammal",0
"FN3_2015",13258.7092283742,130,"mammal",0
"FN17_2015",13375.109376487,130,"mammal",0
"FN2_2015",13244.2169263884,130,"mammal",0
"FN27_2015",13321.737373138,130,"mammal",0
"FN13_2015",13338.3514432928,130,"mammal",0
"FN12_2015",13328.0269989923,130,"mammal",0
"FN18_2015",13364.5521544434,130,"mammal",0
"FN11_2015",13332.6222398843,130,"mammal",0
"FN14_2015",13366.337193521,130,"mammal",0
"FN4_2015",13254.8374058672,130,"mammal",1
"FN40_2015",13399.0821509599,130,"mammal",1
"FN29_2015",13353.6121058522,130,"mammal",1
"FN28_2015",13341.6805925817,130,"mammal",1
"FN30_2015",13371.8319598323,130,"mammal",1
"FN34_2015",13388.331324564,130,"mammal",1
"FN31_2015",13382.0804409225,130,"mammal",1
"FN33_2015",13402.7445666869,130,"mammal",1
"FN32_2015",13391.4471234416,130,"mammal",1
"FN20_2015",13351.2498214062,130,"mammal",1
"FN21_2015",13344.9415097788,130,"mammal",1
"FN22_2015",13318.9956933809,130,"mammal",1
"FN24_2015",13292.1520757664,130,"mammal",1
"FN25_2015",13279.7070374417,130,"mammal",1
"FN26_2015",13304.1647173891,130,"mammal",1
"FN19_2015",13355.6200744872,130,"mammal",1
"FN16_2015",13390.4505883316,130,"mammal",1
"FN73_2015",13397.6086793317,130,"mammal",0
"FN78_2015",13492.2320260473,130,"mammal",0
"FN79_2015",13505.2547184836,130,"mammal",0
"Kerinci_02A_SE_SD_20",23630.3182955204,130,"mammal",0
"Kerinci_01A_SE_SD_29",23534.8136886053,130,"mammal",0
"Kerinci_01C_SW_SD_41",23709.5362535867,130,"mammal",0
"Kerinci_01B_NE_SD_44",23568.1857000229,130,"mammal",0
"FN55_2015",13428.1370693912,130,"mammal",0
"FN59_2015",13493.4620178737,130,"mammal",0
"FN76_2015",13466.9577604143,130,"mammal",1
"FN74_2015",13431.2508169025,130,"mammal",1
"FN75_2015",13449.5828117031,130,"mammal",1
"FN64_2015",13427.8264602301,130,"mammal",0
"FN7_2015",13294.3321407448,130,"mammal",0
"FN61_2015",13459.6616366313,130,"mammal",0
"FN6_2015",13279.5508964293,130,"mammal",1
"FN51_2015",13371.1976885876,130,"mammal",0
"FN48_2015",13330.5721670188,130,"mammal",0
"FN60_2015",13471.0673553007,130,"mammal",0
"FN52_2015",13388.0661460112,130,"mammal",0
"FN41_2015",13393.7219399976,130,"mammal",1
"FN42_2015",13371.3324161454,130,"mammal",1
"FN53_2015",13401.4964793808,130,"mammal",1
"FN65_2015",13417.4087698025,130,"mammal",1
"FN67_2015",13376.3466223646,130,"mammal",1
"FN47_2015",13323.2138886314,130,"mammal",1
"FN5_2015",13266.0549038913,130,"mammal",1
"FN49_2015",13339.4864781626,130,"mammal",1
"FN50_2015",13352.7459523679,130,"mammal",1
"FN63_2015",13441.2582235692,130,"mammal",1
"Kerinci_05B_SW_SD_30",24121.8100658975,130,"mammal",0
"Kerinci_05A_NW_SD_40",23813.534117148,130,"mammal",0
"Kerinci_03B_SE_SD_24",24045.1102033826,130,"mammal",0
"Kerinci_04B_NW_SD_26",23990.0821139741,130,"mammal",0
"Kerinci_02C_NW_SD_43",23901.427714761,130,"mammal",0
"Kerinci_02B_SE_SD_23",23882.5688319754,130,"mammal",0
"Kerinci_02C_SE_SD_34",23992.6734809106,130,"mammal",0
"Kerinci_02B_NW_SD_25",23632.9117833906,130,"mammal",0
"Kerinci_04C_SE_SD_17",24297.8989268552,130,"mammal",0
"Kerinci_05D_SW_SD_13",24432.3583820708,130,"mammal",1
"Kerinci_05C_NW_SD_15",24451.5676073487,130,"mammal",1
"Kerinci_05E_NW_SD_33",24495.5177676164,130,"mammal",1
"Kerinci_05F_SE_SD_02",24514.3780296217,130,"mammal",1
"Kerinci_05F_NE_SD_01",24549.4847995137,130,"mammal",1
"Kerinci_06A_NW_SD_36",24386.340425203,130,"mammal",1
"Kerinci_06C_NE_SD_03",24450.1916538548,130,"mammal",1
"Kerinci_06B_SE_SD_31",24428.4934009143,130,"mammal",1
"Kerinci_07C_NW_SD_12",24436.1680907567,130,"mammal",1
"Kerinci_06D_NW_SD_09",24478.2695855938,130,"mammal",1
"Kerinci_07B_SE_SD_04",24348.6454170959,130,"mammal",1
"Kerinci_07B_NE_SD_08",24404.1839958275,130,"mammal",1
"Kerinci_06D_SW_SD_06",24453.5329659477,130,"mammal",1
"Kerinci_09A_SE_SD_44TKA",24145.2173789917,130,"mammal",1
"Kerinci_09A_SE_SD_57",24132.1384962968,130,"mammal",1
"Kerinci_08E_SW_SD_53",24370.0795897035,130,"mammal",1
"Kerinci_09A_NW_SD_47",24360.5874318114,130,"mammal",1
"Kerinci_09A_NW_SD_54",24352.2936602863,130,"mammal",1
"Kerinci_08A_SE_SD_10",24267.6078262797,130,"mammal",1
"Kerinci_08B_SE_SD_07",24082.2390651883,130,"mammal",1
"Kerinci_07C_NE_SD_05",24435.5253830923,130,"mammal",1
"KSI_CAM9_SaloHill",23762.1975428953,130,"mammal",0
"KSI_CAM8_SaloHill_T1",23768.0730726317,130,"mammal",0
"Kerinci_11B_NE_SD_49",24070.4004454373,130,"mammal",0
"Kerinci_11B_NE_SD_61",24053.3232804583,130,"mammal",0
"KSI_CAM1_TangahPH_T1",23841.8519144032,130,"mammal",0
"Kerinci_10B_SE_SD_52",24026.6505427218,130,"mammal",0
"Kerinci_11B_SE_SD_60",24066.3553268647,130,"mammal",0
"Kerinci_Perambohill_SD_11",24000.6171025612,130,"mammal",0
"Kerinci_MalintHill_SD_16",23970.601609729,130,"mammal",0
"KSI_CAM2_TangahPH",23858.2399957012,130,"mammal",0
"KSI_CAM5_LipaiHill2",23349.7711168692,130,"mammal",0
"KSI_CAM3_LipaiHill1",23632.4342190028,130,"mammal",0
"KSI_CAM6_LipaiHill2_T1",23351.868674206,130,"mammal",0
"KSI_CAM2BTP_TangahPH_T1",23839.7773761686,130,"mammal",0
"KSI_CAM4_TangahPH",23870.0387510286,130,"mammal",0
"KSI_CAM11_LipaiHill2_T1",23343.6098515291,130,"mammal",0
"KSI_CAM10_LipaiHill1_T1",23629.4879859356,130,"mammal",0
"KYCAM029_sorted",75703.0972704616,130,"mammal",1
"KYCAM028_sorted",76228.0233255634,130,"mammal",1
"Kerinci_10B_SW_SD_42TKA",24113.7463285926,130,"mammal",1
"Kerinci_10B_SW_SD_59",24112.9729337549,130,"mammal",1
"Kerinci_09A_SW_SD_56",24133.5511945465,130,"mammal",1
"Kerinci_09A_SW_SD_46",24131.8416162102,130,"mammal",1
"Kerinci_09AA_NE_SD_50",24137.165134203,130,"mammal",1
"Kerinci_10B_NW_SD_43TKA",24136.4708400295,130,"mammal",1
"Kerinci_09AA_NE_SD_55",24134.7878779028,130,"mammal",1
"Kerinci_09AA_SE_SD_48",24106.4256933446,130,"mammal",1
"Kerinci_10A_NE_SD_45",24128.5267489213,130,"mammal",1
"Kerinci_11B_NW_SD_51",24095.4817104643,130,"mammal",1
"Kerinci_10B_NW_SD_58",24132.2168373502,130,"mammal",1
"KYCAM229_sorted",75932.6803378188,130,"mammal",1
"KYCAM227_sorted",74970.1054302499,130,"mammal",1
"KYCAM228_sorted",75220.2949556922,130,"mammal",1
"KYCAM226_sorted",76364.0596155703,130,"mammal",1
"KYCAM081_sorted",75796.6022585432,130,"mammal",1
"KYCAM070_sorted",76133.85920338,130,"mammal",1
"KYCAM217_sorted",75152.4731292424,130,"mammal",1
"KYCAM207_sorted",75163.0299553314,130,"mammal",1
"KYCAM208_sorted",76408.4839834375,130,"mammal",1
"KYCAM211_sorted",76010.4254821331,130,"mammal",1
"KYCAM209_sorted",75736.0639686969,130,"mammal",1
"KYCAM214_sorted",75383.9832001046,130,"mammal",1
"KYCAM212_sorted",75293.8115828914,130,"mammal",1
"KYCAM201_sorted",75366.0227865207,130,"mammal",1
"KYCAM213_sorted",74967.4641311645,130,"mammal",1
"KYCAM110_sorted",75449.6525793307,130,"mammal",1
"KYCAM202_sorted",75497.0136100111,130,"mammal",1
"KYCAM204_sorted",75570.4386830173,130,"mammal",1
"KYCAM203_sorted",75045.4336339893,130,"mammal",1
"KYCAM205_sorted",76317.0293934585,130,"mammal",1
"KYCAM206_sorted",75046.1291777633,130,"mammal",1
"KYCAM222_sorted",75405.489290151,130,"mammal",1
"KYCAM220_sorted",75253.9796124247,130,"mammal",1
"KYCAM221_sorted",75568.4412982881,130,"mammal",1
"KYCAM224_sorted",74999.6742208276,130,"mammal",1
"KYCAM223_sorted",75246.6124698353,130,"mammal",1
"KYCAM225_sorted",75585.3055122379,130,"mammal",1
"KYCAM218_sorted",75637.0406925409,130,"mammal",1
"KYCAM219_sorted",75263.4856552995,130,"mammal",1
"KYCAM215_sorted",76060.8321582561,130,"mammal",1
"KYCAM44SD100_sorted",75457.4187619983,130,"mammal",1
"KYCAM66_SD68_Sorted",75317.1949528502,130,"mammal",1
"KYCAM72_SDSR4_Sorted",76366.1369314462,130,"mammal",1
"KYCAM248_sorted",75198.976227111,130,"mammal",1
"KYCAM239_sorted",75720.3832111909,130,"mammal",1
"KYCAM241_sorted",75396.7380706591,130,"mammal",1
"KYCAM240_sorted",76603.6499437509,130,"mammal",1
"KYCAM242_sorted",76190.2892918799,130,"mammal",1
"KYCAM243_sorted",75576.9767001284,130,"mammal",1
"KYCAM232_sorted",75514.3925654244,130,"mammal",1
"KYCAM245_sorted",75343.5097133198,130,"mammal",1
"KYCAM246_sorted",75841.6497494159,130,"mammal",1
"KYCAM231_sorted",75571.3069623788,130,"mammal",1
"KYCAM230_sorted",75422.9205693154,130,"mammal",1
"KYCAM234_sorted",75347.1998814377,130,"mammal",1
"KYCAM233_sorted",75188.1261153825,130,"mammal",1
"KYCAM237_sorted",75871.9723339364,130,"mammal",1
"KYCAM235_sorted",75440.3557202751,130,"mammal",1
"KYCAM236_sorted",75493.9083857131,130,"mammal",1
"KYCAM238_sorted",75251.1716173541,130,"mammal",1
"KYCAM247_sorted",74844.6207734641,130,"mammal",1
"KYCAM251_sorted",75193.5241886056,130,"mammal",1
"KYCAM253_sorted",75489.4612095619,130,"mammal",1
"KYCAM255_sorted",75421.7841128832,130,"mammal",1
"KYCAM36_SR5_sorted",75692.251706205,130,"mammal",1
"KYCAM256_sorted",75547.702149873,130,"mammal",1
"KYCAM254_sorted",75712.4079912577,130,"mammal",1
"KYCAM250_sorted",75347.2415502749,130,"mammal",1
"KYCAM249_sorted",74858.6350870238,130,"mammal",1
"Leuser_01A_NE_SD_25",15189.1263378127,130,"mammal",1
"Leuser_11A_NE_SD_20",15222.2698269819,130,"mammal",1
"Leuser_10B_SE_SD_14",15190.3963275537,130,"mammal",1
"Leuser_10A_SE_SD_68",15241.1797652544,130,"mammal",1
"Leuser_10B_NE_SD_10",15173.4762806931,130,"mammal",1
"Leuser_01A_SW_SD_01",15179.8823647202,130,"mammal",1
"Leuser_08A_SE_SD_73",15263.3456412578,130,"mammal",1
"Leuser_06F_NE_SD_13",15093.9582115063,130,"mammal",1
"Leuser_01A_SE_SD_15",15198.3702663101,130,"mammal",1
"Leuser_06B_SW_SD_18",15213.0973971549,130,"mammal",1
"Leuser_03E_NW_SD_19",15070.9589580432,130,"mammal",1
"Leuser_03C_NW_SD_28",15181.1418207434,130,"mammal",1
"Leuser_06D_SW_SD_03",15138.3527869668,130,"mammal",1
"Leuser_03E_NE_SD_29",15127.3877291642,130,"mammal",1
"Leuser_06D_SE_SD_17",15165.2562331532,130,"mammal",1
"Leuser_03C_SW_SD_04",15179.275648208,130,"mammal",1
"Leuser_06F_SE_SD_06",15090.8775006041,130,"mammal",1
"Leuser_07A_NE_SD_02",15255.8430749599,130,"mammal",1
"Leuser_08A_NE_SD_65",15263.4818952497,130,"mammal",1
"Leuser_04F_NE_SD_24",15068.4471133922,130,"mammal",1
"Leuser_09A_NE_SD_09",15245.0577028522,130,"mammal",1
"Leuser_04F_NE_SD_23",15062.5572862329,130,"mammal",1
"Leuser_09C_SW_SD_11",15154.324311805,130,"mammal",1
"Leuser_08B_SW_SD_26",15199.0688681406,130,"mammal",1
"Leuser_09A_NW_SD_05",15232.1945249788,130,"mammal",1
"Leuser_10A_NE_SD_71",15251.0770207393,130,"mammal",1
"Leuser_03E_SW_SD_21",15110.4964646869,130,"mammal",1
"Leuser_09C_SE_SD_08",15165.0220757125,130,"mammal",1
"Leuser_08B_SE_SD_30",15210.0393442119,130,"mammal",1
"Leuser_08A_SE_SD_74",15269.2963177162,130,"mammal",1
"Leuser_08A_NE_SD_66",15275.5907927402,130,"mammal",1
"Leuser_12A_NE_SD_72",15241.6105549262,130,"mammal",0
"Leuser_14A_NW_SD_69",15271.4103352259,130,"mammal",1
"Leuser_13C_NE_SD_51",15182.8658639741,130,"mammal",1
"Leuser_14A_NE_SD_67",15277.5560158609,130,"mammal",1
"Leuser_14A_NE3_SD_75",15296.9773390233,130,"mammal",1
"Leuser_14A_NE2_SD_70",15301.79082638,130,"mammal",1
"Leuser_15A_SE_SD_38",15323.9608461827,130,"mammal",1
"Leuser_14B_SE_SD_47",15257.8334112233,130,"mammal",1
"Leuser_15A_NE_SD_37",15321.0593289851,130,"mammal",1
"Leuser_13A_SW_SD_40",15249.8797444103,130,"mammal",1
"Leuser_13A_SE_SD_39",15267.4860511055,130,"mammal",1
"Leuser_13C_SE_SD_52",15190.1661148858,130,"mammal",1
"Leuser_14B_NE_SD_41",15261.0063945374,130,"mammal",1
"Leuser_14C_NE_SD_50",15200.7812807302,130,"mammal",1
"Leuser_16B_NW_SD_33",15293.9263851256,130,"mammal",1
"Leuser_16B_SW_SD_36",15287.1278672116,130,"mammal",1
"Leuser_15A_SW_SD_34",15296.8557047385,130,"mammal",1
"Leuser_17A_SW_SD_56",15350.1918823477,130,"mammal",1
"Leuser_16B_NE_SD_31",15307.3089931894,130,"mammal",1
"Leuser_11A_NW_SD_07",15207.244560289,130,"mammal",1
"Leuser_12A_SE_SD_44",15254.402409833,130,"mammal",1
"Leuser_12A_SE_SD_79",15244.9096332495,130,"mammal",1
"Leuser_12A_NE_SD_77",15239.1713632962,130,"mammal",1
"Leuser_13A_NW_SD_43",15246.7701193671,130,"mammal",1
"Leuser_12B_SE_SD_45",15214.818666607,130,"mammal",1
"Leuser_11A_SE_SD_16",15237.1187321435,130,"mammal",1
"Leuser_12A_SE_SD_78",15250.3165324795,130,"mammal",1
"Leuser_13A_NE_SD_42",15264.7875768255,130,"mammal",1
"Leuser_12A_SW_SD_48",15228.2027082531,130,"mammal",1
"Leuser_12B_SW_SD_46",15180.6812986946,130,"mammal",1
"LM0-CAM43",15346.3537776071,130,"mammal",0
"LM10-CAM38",15387.56081464,130,"mammal",1
"LM07-CAM06",15324.0287092344,130,"mammal",1
"LM101-CAM16",15375.2439092633,130,"mammal",1
"LM08-CAM40",15306.6663243005,130,"mammal",1
"LM19-CAM63",15509.0977510901,130,"mammal",0
"Leuser_Frag1_SeiLepan",15223.1550917128,130,"mammal",0
"LM198_CAM35",15455.4475522336,130,"mammal",0
"Leuser_Frag2_Tangk_01",15219.7699285137,130,"mammal",0
"Leuser_Frag2_Tangk_02",15240.3440588143,130,"mammal",0
"Leuser_Frag3_ArasN_02",15193.5952463659,130,"mammal",0
"LM18-CAM47",15392.2654913992,130,"mammal",1
"LM17-CAM97",15418.649661148,130,"mammal",1
"LM05-CAM44",15326.7501383439,130,"mammal",1
"LM201-CAM68",15577.3122765016,130,"mammal",0
"LM01-CAM45",15278.4530078413,130,"mammal",1
"LM03-CAM13",15289.1580151962,130,"mammal",1
"LM06-CAM42",15331.8268639675,130,"mammal",1
"LM21-CAM95",15443.5696459785,130,"mammal",1
"LM222-CAM01",15434.0998737281,130,"mammal",1
"LM201-CAM41",15265.1068868427,130,"mammal",1
"LM199-CAM73",15419.2625845339,130,"mammal",0
"LM13-CAM48",15359.8689300864,130,"mammal",1
"LM16-CAM23",15430.7105352144,130,"mammal",1
"LM15-CAM100",15422.6197198438,130,"mammal",1
"LM14-CAM49",15403.4312866926,130,"mammal",1
"Leuser_17C_NE_SD_32",15287.5765109985,130,"mammal",1
"Leuser_18B_SE_SD_61",15355.100032153,130,"mammal",1
"Leuser_19A_SW_SD_60",15392.6306006029,130,"mammal",1
"LM35-CAM25",15594.3075638224,130,"mammal",0
"LM25-CAM66",15537.2233973948,130,"mammal",0
"LM26-CAM09",15599.0986429293,130,"mammal",0
"LM301-CAM27",15657.7819782645,130,"mammal",0
"LM46-CAM17",15678.5977542099,130,"mammal",0
"LM34-CAM36",15551.1892756123,130,"mammal",1
"LM33-CAM92",15542.5915018285,130,"mammal",1
"LM32-CAM80",15501.3027350728,130,"mammal",1
"LM31-CAM37",15461.993260522,130,"mammal",1
"LM36-CAM90",15637.8775413586,130,"mammal",0
"LM37-CAM98",15620.8854975183,130,"mammal",0
"LM22-CAM91",15450.6242916864,130,"mammal",1
"LM28-CAM86",15517.1745526822,130,"mammal",1
"LM47-CAM72",15637.7346287943,130,"mammal",1
"LM23-CAM15",15477.7955622016,130,"mammal",1
"LM29-CAM82",15470.7017841788,130,"mammal",1
"LM48-CAM02",15603.9755234622,130,"mammal",1
"LM49-CAM18",15578.0992467829,130,"mammal",1
"LM50-CAM04",15544.5105215245,130,"mammal",1
"LM501-CAM28",15513.3684301131,130,"mammal",1
"LM53-CAM70",15631.3185646054,130,"mammal",1
"LM52-CAM26",15598.286816298,130,"mammal",1
"LM54-CAM12",15660.4129762734,130,"mammal",1
"LM39-CAM84",15534.6891312249,130,"mammal",1
"LM401-CAM67",15537.9641937154,130,"mammal",1
"LM38-CAM83",15569.0358113022,130,"mammal",1
"Leuser_19A_NE_SD_57",15406.8992035351,130,"mammal",1
"LM43-CAM11",15569.3506269986,130,"mammal",1
"LM40-CAM85",15484.6685655187,130,"mammal",1
"LM44-CAM65",15610.7926100433,130,"mammal",1
"LM42-CAM81",15519.5599491798,130,"mammal",1
"LM55-CAM22",15687.5829845261,130,"mammal",0
"LM71-CAM96",15712.6186891245,130,"mammal",0
"LM85-CAM10",15731.2891470894,130,"mammal",0
"LM67-CAM14",15707.0282411974,130,"mammal",0
"LM70-CAM64",15720.8707827248,130,"mammal",0
"LM58-CAM29",15654.2273880815,130,"mammal",1
"LM66-CAM21",15652.71510622,130,"mammal",1
"LM601-CAM05",15669.8644955644,130,"mammal",0
"LM997-CAM39",15398.2678119863,130,"mammal",1
"LM64-CAM24",15581.9060790587,130,"mammal",1
"LM59-CAM07",15626.2048263227,130,"mammal",1
"LM60-CAM19",15606.7840694077,130,"mammal",1
"LM999-CAM93",15357.4779818016,130,"mammal",1
"LM65-CAM08",15634.0743614853,130,"mammal",1
"LM998-CAM94",15367.9841159134,130,"mammal",1
"PU1A",9854.5187862555,130,"mammal",0
"M4F",10377.9428513435,130,"mammal",0
"M3A",10401.4055438655,130,"mammal",1
"PU1B",9852.91147487951,130,"mammal",0
"M1C",10412.5758334709,130,"mammal",1
"M1B",10412.3579532185,130,"mammal",1
"M1A",10413.3728213559,130,"mammal",1
"M1D",10413.0383598723,130,"mammal",1
"M2C",10407.8107166681,130,"mammal",1
"M2B",10410.0319615873,130,"mammal",1
"M2A",10408.7334082838,130,"mammal",1
"M4C",10393.6269091638,130,"mammal",1
"M4B",10396.5025011441,130,"mammal",1
"M5C",10375.9550386147,130,"mammal",1
"M2D",10407.0062759225,130,"mammal",1
"TKA_CAM07_Bukit74",24212.0796808702,130,"mammal",0
"TKA_CAM04_BtMaria_T1",24152.7335024242,130,"mammal",0
"TKA_CAM06_Bukit74_T1",24170.6577643711,130,"mammal",0
"TKA_CAM05_BtMaria_T1",24176.6565918718,130,"mammal",0
"TKA_CAM08_PulauSako",24234.4753060454,130,"mammal",0
"TKA_CAM10_PulauSako",24278.7562827838,130,"mammal",0
"TKA_CAM11_PK4_T4",24092.1070166007,130,"mammal",0
"TKA_CAM09_PalauSako_T1",24221.6885164661,130,"mammal",0
"TKA_CAM03_Mini100",24054.4285146626,130,"mammal",0
"TKA_CAM01_Mini100",24052.931281159,130,"mammal",0
"TKA_CAM02_Mini100",24059.3933932795,130,"mammal",0
"TB8",10356.2739578537,130,"mammal",0
"PU4D",9892.68731729929,130,"mammal",0
"PU5A",9901.15098114668,130,"mammal",0
"PU2C",9866.32174417008,130,"mammal",0
"PU2A",9865.59250017292,130,"mammal",0
"PU3B",9881.40560821267,130,"mammal",0
"PU2B",9867.67862629874,130,"mammal",0
"PU3C",9878.16159741237,130,"mammal",0
"TB1",10345.3810941504,130,"mammal",0
"TB4",10367.46416372,130,"mammal",0
"TB6",10343.6280832437,130,"mammal",0
"SR6_sorted",12118.0920750623,130,"mammal",1
"PU1C",9853.2648756133,130,"mammal",0
"SR2_sorted",12020.9822496217,130,"mammal",1
"SR1_sorted",12083.0118965387,130,"mammal",1
"SR5_sorted",12089.3908617599,130,"mammal",1
"SR3_sorted",12094.0626332034,130,"mammal",1
"SR8_sorted",12025.4849401714,130,"mammal",1
"SR7_sorted",12095.9247375734,130,"mammal",1
"KONPLONG1920-116-69014",56367.0411398682,130,"mammal",0
"KONPLONG1920-060-68885",56339.3069050166,130,"mammal",0
"KONPLONG1920-059-68704",56974.2734100333,130,"mammal",0
"KONPLONG1920-059-68824",56976.5157315978,130,"mammal",0
"KONPLONG1920-060-67170",56335.8115213918,130,"mammal",0
"UPB3",10354.7609870258,130,"mammal",1
"UPA1",10356.464143481,130,"mammal",1
"UPB1",10344.2101593228,130,"mammal",1
"UPC1",10338.9872925453,130,"mammal",1
"KONPLONG1920-079-67081",55968.282735831,130,"mammal",0
"KONPLONG1920-078-68916",56861.1071085788,130,"mammal",0
"KONPLONG1920-078-68949",56860.141639601,130,"mammal",0
"KONPLONG1920-080-67127",55549.3948910802,130,"mammal",0
"KONPLONG1920-079-66961",55969.99033376,130,"mammal",0
"KONPLONG1920-097-67072",56716.623899272,130,"mammal",0
"KONPLONG1920-080-68999",55548.5177944483,130,"mammal",0
"KONPLONG1920-096-66983",57285.9528142615,130,"mammal",0
"KONPLONG1920-081-66976",54788.4244036226,130,"mammal",0
"KONPLONG1920-081-68836",54787.5028896852,130,"mammal",0
"KONPLONG1920-096-68950",57286.3620094485,130,"mammal",0
"KONPLONG1920-098-67102",55984.6970437002,130,"mammal",0
"KONPLONG1920-100-68952",54615.05487802,130,"mammal",0
"KONPLONG1920-097-69005",56719.9227480588,130,"mammal",0
"KONPLONG1920-098-67062",55983.6729113386,130,"mammal",0
"KONPLONG1920-099-67135",55299.8074428806,130,"mammal",0
"KONPLONG1920-100-67096",54618.4110117426,130,"mammal",0
"KONPLONG1920-099-66928",55298.3117268196,130,"mammal",0
"KONPLONG1920-061-68966",55628.3002392563,130,"mammal",0
"KONPLONG1920-061-68837",55625.1687417737,130,"mammal",0
"UPC3",10347.7117609222,130,"mammal",1
"KONPLONG1920-159-68876",53461.0020416985,130,"mammal",0
"KONPLONG1920-158-68872",54036.1401143258,130,"mammal",0
"KONPLONG1920-175-68808",55574.3843197764,130,"mammal",0
"KONPLONG1920-118-69022",54944.5020555282,130,"mammal",0
"KONPLONG1920-135-68861",56137.0144562323,130,"mammal",0
"KONPLONG1920-137-69029",54878.8077902264,130,"mammal",0
"KONPLONG1920-117-67101",55715.7477675646,130,"mammal",0
"KONPLONG1920-117-68998",55710.1757848626,130,"mammal",0
"KONPLONG1920-116-69019",56367.550203999,130,"mammal",0
"KONPLONG1920-118-67128",54944.9071546323,130,"mammal",0
"KONPLONG1920-136-68920",55608.11139727,130,"mammal",0
"KONPLONG1920-136-68947",55607.764927004,130,"mammal",0
"KONPLONG1920-135-68988",56137.2149734049,130,"mammal",0
"KONPLONG1920-137-68973",54881.6933857511,130,"mammal",0
"KONPLONG1920-175-68906",55574.1156822451,130,"mammal",0
"KONPLONG1920-176-68922",54891.8301299523,130,"mammal",0
"KONPLONG1920-177-67011",54461.1527194568,130,"mammal",0
"KONPLONG1920-176-68978",54889.5218660112,130,"mammal",0
"KONPLONG1920-178-66941",53759.3594323885,130,"mammal",0
"KONPLONG1920-177-68874",54462.7076765859,130,"mammal",0
"KONPLONG1920-156-67168",55266.9929291174,130,"mammal",0
"KONPLONG1920-157-68990",54729.7888592117,130,"mammal",0
"KONPLONG1920-158-68823",54034.5954394063,130,"mammal",0
"KONPLONG1920-157-69004",54732.7973739459,130,"mammal",0
"KONPLONG1920-156-68965",55266.7433654787,130,"mammal",0
"KONPLONG1920-155-69018",55889.9990115529,130,"mammal",0
"KONPLONG1920-155-68992",55887.3853031366,130,"mammal",0
"KONPLONG1920-179-67111",53183.2667003232,130,"mammal",0
"KONPLONG1920-179-69216",53183.7256299025,130,"mammal",0
"KONPLONG1920-178-68900",53758.1728837824,130,"mammal",0
"KONPLONG1920-196-68890",54614.7217016218,130,"mammal",0
"KONPLONG1920-195-68873",55135.4838803779,130,"mammal",0
"KONPLONG1920-194-68858",55824.8950527378,130,"mammal",0
"KONPLONG1920-194-68908",55825.3590720627,130,"mammal",0
"KONPLONG1920-195-67054",55140.1607794951,130,"mammal",0
"KONPLONG1920-198-68959",53409.2342834555,130,"mammal",0
"KONPLONG1920-197-68974",53967.8539217054,130,"mammal",0
"KONPLONG1920-197-68980",53968.1739681969,130,"mammal",0
"KONPLONG1920-196-68982",54615.8788889091,130,"mammal",0
"KONPLONG1920-200-68907",52276.7271078196,130,"mammal",0
"KONPLONG1920-214-67163",55415.8751721811,130,"mammal",0
"KONPLONG1920-216-68948",54177.7608364404,130,"mammal",0
"KONPLONG1920-216-68924",54179.7215716641,130,"mammal",0
"KONPLONG1920-214-66936",55406.7616972004,130,"mammal",0
"KONPLONG1920-198-68909",53406.6549857924,130,"mammal",0
"KONPLONG1920-217-66998",53584.1071927783,130,"mammal",0
"KONPLONG1920-199-67136",52836.4588074728,130,"mammal",0
"KONPLONG1920-222-68861",50686.1821901135,130,"mammal",0
"KONPLONG1920-199-68921",52835.4215334095,130,"mammal",0
"KONPLONG1920-218-68825",53028.2325846762,130,"mammal",0
