"station","flux_ptg","awf_ptg","flux_gtg","awf_gtg","flux_rst_ptp","awf_rst_ptp","flux_rst_ptp2","awf_rst_ptp2","med_dist"
"Bal018",0.288445983235688,3279.72037496822,0.288445983235688,3279.72037496822,170.566209337102,347955.067047689,170.566209337102,347955.067047689,10
"Bal012",0.131527566421523,1495.50926181621,0.131527566421523,1495.50926181621,64.5340960764347,76472.9038505751,64.5340960764347,76472.9038505751,10
"Bal013a",0.129663623941057,1474.31565716838,0.129663623941057,1474.31565716838,63.1126793124126,73400.0460403359,63.1126793124126,73400.0460403359,10
"Bal013",0.129347733013627,1470.72387925787,0.129347733013627,1470.72387925787,63.0678640357775,72780.3150972873,63.0678640357775,72780.3150972873,10
"Bal011a",0.167929402306093,1909.40943646112,0.167929402306093,1909.40943646112,91.9467305034729,136265.054606147,91.9467305034729,136265.054606147,10
"Bal011",0.162195102861655,1844.20867161384,0.162195102861655,1844.20867161384,88.1065214392929,127049.60391546,88.1065214392929,127049.60391546,10
"Bal016a",0.199209411277104,2265.07284907169,0.199209411277104,2265.07284907169,115.516616941618,197186.865119342,115.516616941618,197186.865119342,10
"Bal016",0.209077103891835,2377.2715774416,0.209077103891835,2377.2715774416,122.522564154929,216007.280605141,122.522564154929,216007.280605141,10
"Bal017",0.229782123975026,2612.69408348316,0.229782123975026,2612.69408348316,135.422116549567,251208.026199447,135.422116549567,251208.026199447,10
"Bal017a",0.234939864554147,2671.33919504404,0.234939864554147,2671.33919504404,138.406708027272,258682.137302971,138.406708027272,258682.137302971,10
"Bal014",0.179537932700631,2041.40203081559,0.179537932700631,2041.40203081559,101.070896602119,158277.024078918,101.070896602119,158277.024078918,10
"Bal014a",0.179450907426694,2040.41252643467,0.179450907426694,2040.41252643467,101.14853365157,158600.900765661,101.14853365157,158600.900765661,10
"Bal015",0.169650017123558,1928.97336108579,0.169650017123558,1928.97336108579,93.0951412700284,140387.473035203,93.0951412700284,140387.473035203,10
"Bal015a",0.16935793583502,1925.65230616099,0.16935793583502,1925.65230616099,92.8451137980572,139731.896266076,92.8451137980572,139731.896266076,10
"BalNP006",0.490927669675444,5582.00000848898,0.490927669675444,5582.00000848898,169.808405352692,239769.468358001,169.808405352692,239769.468358001,10
"BalNP004",0.174183360164885,1980.51887880309,0.174183360164885,1980.51887880309,41.2056131290131,26124.3587237943,41.2056131290131,26124.3587237943,10
"BalNP010",0.516217397188745,5869.55206129394,0.516217397188745,5869.55206129394,183.650988611857,268314.094361923,183.650988611857,268314.094361923,10
"BalNP005",0.214934328339367,2443.87003773507,0.214934328339367,2443.87003773507,56.8256881094438,44153.5596610378,56.8256881094438,44153.5596610378,10
"BalNP007",0.526439632272536,5985.78204760175,0.526439632272536,5985.78204760175,180.003487544688,259205.022064351,180.003487544688,259205.022064351,10
"BalNP009",0.585485554719702,6657.15251612559,0.585485554719702,6657.15251612559,197.600669205196,292448.99042369,197.600669205196,292448.99042369,10
"BalNP008",0.551710147444278,6273.11565011888,0.551710147444278,6273.11565011888,188.219744636407,275365.486403064,188.219744636407,275365.486403064,10
"Bal020a",0.327954548466972,3728.94502674272,0.327954548466972,3728.94502674272,203.466152795425,511717.374280495,203.466152795425,511717.374280495,10
"Bal019",0.326472012846336,3712.08813649563,0.326472012846336,3712.08813649563,202.512888521964,507902.324413085,202.512888521964,507902.324413085,10
"Bal018a",0.286685844358808,3259.7070495181,0.286685844358808,3259.7070495181,169.88718303459,347419.289305737,169.88718303459,347419.289305737,10
"BalNP003",0.194780263960353,2214.71206908947,0.194780263960353,2214.71206908947,49.064166472875,34835.5581957412,49.064166472875,34835.5581957412,10
"BalNP002",0.188574323802391,2144.14860291262,0.188574323802391,2144.14860291262,46.4143500448164,31886.6584807889,46.4143500448164,31886.6584807889,10
"BalNP001",0.433829523595483,4932.7763619307,0.433829523595483,4932.7763619307,143.496441712257,187119.359992784,143.496441712257,187119.359992784,10
"Bal019a",0.277727104042084,3157.84339095294,0.277727104042084,3157.84339095294,174.90806303984,412433.212647943,174.90806303984,412433.212647943,10
"Bal020",0.276839454111984,3147.75053568441,0.276839454111984,3147.75053568441,174.43172938948,410786.722712225,174.43172938948,410786.722712225,10
"Bar003",1.73102726555431,4864.9673247739,1.73102726555431,4864.9673247739,455.606350898388,1295744.46195501,455.606350898388,1295744.46195501,10
"BalNP015",0.0763821653828627,868.488932590456,0.0763821653828627,868.488932590456,9.40640618245299,2041.1901415923,9.40640618245299,2041.1901415923,10
"Bar010",0.538902205027989,618.708924096508,0.538902205027989,618.708924096508,194.3787920035,395172.084143116,194.3787920035,395172.084143116,10
"BalNP017",0.0847099802288241,963.17877268764,0.0847099802288241,963.17877268764,11.7816399681479,3063.22639171846,11.7816399681479,3063.22639171846,10
"BalNP018",0.0859408870551365,977.174565427266,0.0859408870551365,977.174565427266,12.1936088984502,3267.88718478465,12.1936088984502,3267.88718478465,10
"BalNP016",0.0846031822779709,961.964446831933,0.0846031822779709,961.964446831933,11.7370648991051,3039.89980886822,11.7370648991051,3039.89980886822,10
"Bar004",0.355873189838802,2912.5399300031,0.355873189838802,2912.5399300031,131.062616988587,285978.630269096,131.062616988587,285978.630269096,10
"Bar006",0.379087842995211,3480.71355140104,0.379087842995211,3480.71355140104,143.388057279028,323626.845278767,143.388057279028,323626.845278767,10
"Bar005",0.38948899256283,3691.18984157715,0.38948899256283,3691.18984157715,148.753757700562,338712.306284179,148.753757700562,338712.306284179,10
